Job Title,Company,Description
CHARGE D'ACCUEIL H/F/X - job post,Société Générale,Vos missions au quotidien    Traiter les opérations au quotidien  caisse  virement  moyens de paiement        Orienter les clients vers l interlocuteur adéquat au sein de l agence  Placer certains produits de la banque et de la bancassurance dans une démarche de participation à la gestion commerciale de l agence Gérer et développer un portefeuille de clients mass Market  Produire et transmettre des Reportings  PV de caisse  réalisations       Vérifier et procéder à la sécurisation des valeurs  caisse  chéquiers  cachets  coffre fort           Et si c était vous      Métier   Techniques bancaires  Comptabilité Transverses   Procédures et réglementation bancaires  Aptitude commerciale  Bureautique et maîtrise du système d information de la banque Comportementales   Esprit d équipe  Engagement  Responsabilité     Pourquoi nous choisir     Chez Société Générale  nous sommes convaincus que les personnes sont moteurs du changement  et que le monde de demain sera fait de toutes leurs initiatives  des plus petites aux plus ambitieuses  Que vous nous rejoigniez pour quelques mois  quelques années ou toute votre carrière  ensemble nous avons les moyens d avoir un impact positif sur l avenir  Créer  oser  innover  entreprendre font partie de notre ADN  Si vous aussi vous souhaitez être dans l action  évoluer dans un environnement stimulant et bienveillant  vous sentir utile au quotidien et développer ou renforcer votre expertise  nous sommes faits pour nous rencontrer   Vous hésitez encore   Sachez que nos collaborateurs peuvent s engager quelques jours par an pour des actions de solidarité sur leur temps de travail   parrainer des personnes en difficulté dans leur orientation ou leur insertion professionnelle  participer à l éducation financière de jeunes en apprentissage ou encore partager leurs compétences avec une association  Les formats d engagement sont multiples         Diversité et inclusion         Nous sommes un employeur garantissant l égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise  Le groupe s engage à reconnaître et à promouvoir tous les talents  quels que soient leurs croyances  âge  handicap  origine ethnique  nationalité  appartenance à une organisation politique  religieuse  syndicale ou à une minorité  ou toute autre caractéristique qui pourrait faire l objet d une discrimination 
assistante anglophone séniore pour entreprise d'artisanat - job post,CRIT MAROC,Nous recrutons une assistante obligatoirement anglophone et obligatoirement disponible dans l immédiat sans activité professionnelle actuellement Missions  Accompagner la DG L organisation et la documentation des réunions  rendez vous et planification des déplacements  Gestion Administrative   Gestion de l agenda   Planification et organisation des rendez vous    Rédaction de documents   Rédiger des courriers  rapports et notes de service    Gestion des appels   Répondre aux appels téléphoniques et filtrer les communications    Gestion des e mails   Traiter et classer les courriels  Coordination de Projets   Organisation de réunions   Planification  préparation des agendas et prise de notes     Gestion des déplacements   Réservation de voyages et organisation de l hébergement  Relations Clients   Accueil des visiteurs   Recevoir et orienter les clients et partenaires    Service à la clientèle   Répondre aux demandes et résoudre les problèmes des clients  Gestion Commerciale   Facturation   Préparation et envoi des factures  Devis et Bon de livraison   Gestion des Fournitures   Gestion des stocks   Suivre et commander les fournitures de bureau    Relations avec les fournisseurs   Communiquer avec les fournisseurs pour les commandes  Soutien à l équipe   Assistance aux équipes   Soutenir les membres de l équipe dans leurs tâches quotidiennes    Recherche d informations   Effectuer des recherches pour des projets ou des rapports    Assister le service export et import dans le suivi des opérations et l élaboration de la liste colisage export    Gestion administrative du personnel  dossiers de mutuelle  classement     Archivage et le suivi de dossiers administratifs     Organisation d évènements internes et externes  formations  réunions  réceptions   Qualités    Excellente présentation  ponctualité  rigueur Si vous êtes intéressé envoyez votre cv Type d emploi   Temps plein  CDI Rémunération   8 000 00DH par mois
Agent Commercial - job post,Barcelo hôtels groupe,En tant qu Agent Commercial en Hôtellerie  vous serez responsable de    Développer et fidéliser un portefeuille clients  entreprises  agences de voyages  organisateurs d événements  etc    Prospecter de nouveaux clients et générer des opportunités commerciales pour l hôtel  notamment pour les réservations de groupes  séminaires  conférences et événements  Assurer la promotion des services et des offres de l hôtel  hébergement  restauration  salles de réunion  événements  etc   auprès des clients existants et prospects  Négocier et finaliser les contrats de réservation et les devis pour maximiser les ventes et les revenus  Suivre les demandes des clients et veiller à leur satisfaction tout au long du processus commercial  Travailler en étroite collaboration avec les équipes internes  réception  marketing  événementiel  etc   pour garantir la qualité du service et des prestations proposées aux clients  Analyser les tendances du marché et surveiller la concurrence pour ajuster les stratégies commerciales  Participer à des événements  salons ou réunions d affaires pour promouvoir l hôtel et élargir le réseau de contacts   Profil recherché    Vous disposez d une expérience réussie dans le domaine commercial  de préférence dans l hôtellerie ou le secteur de l événementiel  Vous avez une excellente connaissance des produits et services liés à l hôtellerie  réservation d hébergements  services de restauration  salles de réunion  etc    Vous êtes dynamique  autonome  et doté e  d un excellent sens du relationnel et de la négociation  Vous êtes à l aise avec les outils informatiques  Word  Excel  logiciels de gestion hôtelière  CRM  etc    Vous avez une grande capacité à travailler en équipe tout en étant orienté e  résultats  Vous êtes force de proposition et savez faire preuve d initiative pour atteindre les objectifs commerciaux  Une maîtrise des langues étrangères  en particulier l anglais  est un atout   Type d emploi   Temps plein  CDI Formation   Licence  Optionnel 
Responsables Bureaux Directs - job post,Atlanta Assurances,AtlantaSanad assurance leader dans son domaine d activité  renforce ses équipes de vente directe et recrute des   Responsables Bureaux Directs   sur différentes régions au Maroc  Vous aimez le métier des assurances  vous êtes intéressé e  par un environnement qui priorise le travail d équipe  vous avez une très bonne fibre commerciale et vous faites preuve d autonomie et d innovation  AtlantaSanad  vous offre une opportunité de carrière avec de réelles possibilités d évolution  Si votre candidature est acceptée  vous serez accompagné e  durant les différentes phases de démarrage et de croissance de votre point de vente et bénéficierez d une formation d un mois sur les métiers de l assurance  Vos principales missions    Développer un portefeuille clients Assurer la gestion administrative de l agence   Proposer  négocier et finaliser les ventes dans le respect de la politique commerciale de la compagnie   Apporter Conseil et expertise aux clients   Réalisation des objectifs commerciaux fixés   Assurer le SAV   Profil Recherché    Connaissances en techniques en assurances   Aisance relationnelle et sens du contact développé   Capacité d adaptation et d écoute   Esprit d équipe et d initiative   Bonne élocution en arabe et en français 
Assistante administration de ventes export - job post,CRIT MAROC,Nous cherchons pour une entreprise à route El Jadida  Lisassfa  une Assistante de Direction et Administratrice des ventes export   Type de contrat    Contrat à durée indéterminée   Profil recherché     Diplôme de formation supérieur en commerce ou une discipline pertinente similaire  Expérience confirmée dans un poste similaire  d au moins 3 ans dans le secteur industriel  Capacité à travailler de manière autonome et en équipe  Excellentes compétences en communication  Maitrise de la langue française  une autre langue notamment l anglais sera un atout   Mission   Elle a pour mission d assister la Direction Général au niveau des travaux et actions commerciales et administratifs  Elle a pour mission aussi de suivre les opérations commerciales exports depuis l élaboration du devis jusqu à la livraison  et mener des actions pour régler les réclamations et les problèmes avec les clients  Tâches a effectuée   En tant qu Administrateur des ventes export    Suivi des dossiers clients Export avec le service gestion commerciale  Suivi des dossiers commerciaux  Rédaction de l Offre Commercial  Suivi de l offre par mail et téléphone  relance  Suivi de la Validation Client  Saisie de la commande sur système et plateforme  Suivi de livraison  Etablissement des tableaux de suivi adéquats  Coordination avec les autres départements  Production  Qualité  BET etc    Recouvrement des Créances des clients export   Tableau de suivi à jour  Suivi des dossiers assurance clients  Traitement du SAV   tableau de suivi  Classement de dossier physique de chaque commande   En tant qu Assistante de Direction    Gestion de l agenda du Directeur général  Gestion des courriers externes de la direction général  Classement et archivage des documents physiques  Gestion administrative des contrats gérés par la direction général   suivi des clauses et archivages   Type d emploi   Temps plein  CDI Rémunération   6 000 00DH à 8 000 00DH par mois
Représentant commercial (H/F/D) pour le marché français - job post,legal.solutions GmbH - Pagestreet,Nous sommes une entreprise de niche avec une excellente réputation et un très haut taux de réussite dans le marché des subventions en Allemagne et en Europe  Nous développons actuellement notre équipe de SDR pour le marché français  Pagestreet se distingue par un service de haute qualité  d excellentes perspectives de développement  et une ambiance de travail agréable au sein d une équipe motivée  autonome et collégiale  Nous recherchons actuellement des talents commerciaux dotés d excellentes compétences rhétoriques  qui souhaitent évoluer avec nous et profiter de nos 10 ans d expérience en vente  La persévérance est elle votre seconde nature et êtes vous passionné par l idée d inspirer de futurs clients avec un service ou un produit d exception   Alors rejoignez notre équipe commerciale haute performance   Vos domaines de responsabilité    Acquisition de nouveaux clients grâce à des entretiens d introduction de haut niveau avec des entreprises moyennes et grandes intéressées Planification et exécution des suivis Réunions d équipe régulières  Votre profil    Maîtrise du français des affaires et de l anglais Vous avez découvert votre talent pour la vente et la prospection Vous êtes motivé à contribuer à l excellence de notre offre de services sous l angle commercial Vous êtes proactif et motivé dans votre travail Vous êtes un joueur d équipe qui n a pas peur de la concurrence  Ce que nous vous offrons    Un bon contrat avec des primes attractives 100  télétravail Une équipe performante et sans complication Des formations régulières en vente Un poste attractif vous permettant de réaliser vos missions avec succès  Ces missions vous attirent elles  et vous voyez vous faire partie de notre équipe   Alors  nous attendons avec impatience de recevoir votre candidature   Job Type  Full time Language   french mothertunge level   Preferred 
EXPERT en mutuelle santé - job post,INFOCEA,INFOCEA Assurances  courtier grossiste en France  cherche à renforcer son équipe à Rabat en recrutant de toute urgence des commerciaux en assurance SANTE  Si vous souhaitez intégrer notre équipe dynamique et soutenir nos clients avec expertise  postulez dès maintenant   Profil recherché     Expérience d au moins 1 an en assurance santé    Compétences exceptionnelles en communication et en négociation    Aisance relationnelle et sens de l empathie    Solide sens commercial  Envoyez votre candidature dès maintenant à   recrutement infocea fr Pour plus d informations merci de nous contacter sur le   06 68 78 96 71 Avantages sociaux et autres    Environnement de travail agréable  Salaire attractif  Primes déplafonnées  Couverture CNSS et AMO   Amplitude horaire   8h30 12h30 14h00 18h00 Salaire de base   primes déplafonnées  Type d emploi   Temps plein  CDI
Administrateur des ventes - job post,Fc media,Cher réseau  Je recherche actuellement un e  Auxiliaire de vente pour intégrer la cellule  Administration des ventes  de FC MEDIA  dont le rôle est la gestion des actions commerciales en back office  Profil   BAC  3 Economie   Gestion   Commerce Qualités   Esprit d équipe  rigueur et sens de réactivité  Aucune expérience professionnelle dans le domaine des médias n est requise  Pour toute interessée  veuillez envoyer votre CV à l adresse ci dessous   contact fcmedia ma Type d emploi   Temps plein  CDI
Assistante administrative - industrie métallurgique - Ain Sebaa - job post,freelance.com,Assistante AdministrativeLocalisation   Ain Sebaa  CasablancaSecteur   Industrie métallurgiqueSalaire   Jusqu à 7 000 MAD Missions Principales En tant qu Assistante Administrative  vous serez l interface entre les différents services de l entreprise et participerez activement à la gestion des tâches administratives et commerciales  1  Gestion Administrative    Traitement et suivi des courriers  emails  et documents administratifs  Organisation des réunions et gestion de l agenda de la direction  Classement  archivage et gestion des dossiers administratifs   2  Support Commercial    Préparation et suivi des devis  bons de commande  et factures clients  Suivi des relances clients et assistance dans la gestion des commandes  Appui dans la gestion des relations clients et fournisseurs   3  Communication Interne et Externe    Assurer une communication fluide avec les autres services  logistique  production   Accueil des visiteurs et prise en charge des appels téléphoniques   Profil Recherché  Expérience   Minimum 5ans en assistanat administratif  idéalement dans un secteur industriel  Compétences linguistiques   Maîtrise du français et de l arabe  à l écrit comme à l oral  Compétences techniques   Bonne maîtrise des outils bureautiques  Word  Excel   Qualités personnelles   Bon relationnel  rigueur  organisation  et sens de la discrétion   Type d emploi   CDI Rémunération   7 000 00DH par mois Question s  de présélection   5 ans d experience minimum
Faites la Différence en tant que Commercial en Prospection BtoB - job post,Groupe OMF,Faites la Différence en taSalaire   15 000 DHS   Primes Non Plafonnées Nous sommes un acteur dynamique dans l accompagnement des chefs d entreprise dans le secteur BtoB  Dans le cadre de notre développement  nous recherchons des commerciaux passionnés et talentueux  prêts à saisir de nouvelles opportunités  Ce que nous offrons   Rémunération Attractive   Salaire de 15 000 DHS et plus  avec des primes non plafonnées  Formation Continue   Accès à des formations sur les techniques de vente modernes  nos solutions et des outils de prospection automatisée  Défis Quotidiens   Un environnement stimulant où chaque situation est unique  Évolution Professionnelle   Possibilité d évoluer vers un poste de Business Developer à 360  en 12 mois  selon vos performances  Proximité avec la Direction   Contact direct avec les fondateurs  Autonomie et Responsabilité   Prenez des initiatives dès le début  Cadre de Travail Agréable   Poste basé à Casablanca dans des locaux modernes et conviviaux  Ce que nous recherchons   Sales Expert   Expérience solide en vente BtoB avec un bon bilan de résultats  Esprit Entrepreneurial   Capacité à prendre des initiatives et à travailler de manière autonome  Talent de Convaincre   Habilité à transformer des prospects en clients  Écoute et Confiance   Aptitude à instaurer une relation de confiance avec les clients  Communication Efficace   Excellentes compétences en communication  tant à l oral qu à l écrit  Connaissance du Digital   Bonne compréhension des enjeux du digital pour mieux accompagner les clients  Vos Défis Quotidiens   Identification et Prospection   Ciblez des décideurs clés grâce à la prospection téléphonique et terrain  Analyse et Qualification   Comprenez les besoins des prospects et analysez les opportunités  Apport de Valeur   Devenez un élément clé dans la création de valeur pour nos clients potentiels  Type d emploi   Temps plein  Temps partiel
Coordinatrice des projets - job post,Confidental Company,Nous sommes à la recherche d une assistante coordinatrice dynamique et polyvalente pour rejoindre notre équipe  Dans ce rôle  vous serez responsable de la coordination et de l organisation des tâches administratives et commercial ainsi que de la gestion des agendas et des communications internes et externes  Principales responsabilités   Coordonner les activités administratives du bureau  y compris la gestion des appels téléphoniques  des courriers électroniques et des courriers postaux  Planifier et organiser les réunions et les événements internes et externes  en veillant à ce que tous les détails logistiques soient pris en compte  Gérer les agendas des membres de l équipe  en planifiant les rendez vous et les déplacements  Assurer la communication fluide entre les différents départements et les parties prenantes externes  Préparer et rédiger des documents  des présentations et des rapports  Effectuer des tâches administratives telles que la gestion des fichiers  la saisie de données et la tenue de dossiers  Qualifications requises   Expérience préalable en tant qu assistante de direction  assistante de bureau ou dans un rôle similaire  Excellentes compétences organisationnelles et capacité à gérer plusieurs tâches simultanément  Fortes compétences en communication écrite et verbale  Maîtrise des outils informatiques tels que MS Office  Word  Excel  PowerPoint  et la gestion des courriers électroniques  Capacité à travailler de manière autonome et à prendre des initiatives  Discrétion et respect de la confidentialité  Si vous êtes intéressé par cette offre  merci de nous envoyer votre CV Type d emploi   Temps plein
MANAGER D'UNE EQUIPE COMMERCIALE (H/F) - job post,Not Available,Notre partenaire Parisien Leader du Capital Management  basé sur la prestigieuse avenue d Iéna  à deux pas de la place de l Étoile recherche une personne de confiance pour le lancement de son plateau de prospection au cœur de Casablanca  Véritable trait d union entre les équipes Parisiennes et Casablancaises vous jouerez un rôle essentiel dans le développement d une clientèle haut de gamme ainsi que dans la croissance du groupe  Vos missions principales     Recrutement gestion d une équipe solide d agent de prospection   Intégration et formation des équipes de prospection   Management et suivi individuel des agents de prospection au quotidien   Tenir des registres précis des résultats obtenus  afin d assurer un parfait suivi quotidien à distance pour la direction du bureau parisien   Direction globale du bureau Casablancais Vos atouts     Vous avez une belle expérience en prospection vente  tous les domaines    Vous connaissez et maitriser à la perfection l approche des clients particuliers   Vous connaissez les codes et la culture des prospects français   Vous avez d excellentes compétences en communication en français  à l oral ainsi qu à l écrit   Capacité à travailler de manière autonome et à atteindre des objectifs de prospection    Motivation  détermination et persévérance    Capacité à travailler de manière efficace en autonomie   Vous êtes particulièrement à l aise avec les chiffres et les statistiques et savez faire preuve de synthèses lors de la transmission d information auprès de votre direction Vous pourrez prétendre à     Une rémunération significative en fonction de votre profil ainsi qu un variable à la hauteur des performances de vos futures équipes après une période d essai de 3 à 6 mois   Des responsabilités impactantes au sein d un groupe bienveillant prêt à vous faire confiance et dans lequel vous pourrez faire carrière Type d emploi   Temps plein Rémunération   10 000 00DH à 20 000 00DH par mois Formation   Bac   2  BTS  DUT   Requis   Expérience   management d équipe  2 ans  Requis  Commercial e    Vente  5 ans  Requis   Langue   Français  Requis 
Software Engineer - X Delivery - job post,Boston Consulting Group,Who We Are Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities  BCG was the pioneer in business strategy when it was founded in 1963  Today  we help clients with total transformation inspiring complex change  enabling organizations to grow  building competitive advantage  and driving bottom line impact   To succeed  organizations must blend digital and human capabilities  Our diverse  global teams bring deep industry and functional expertise and a range of perspectives to spark change  BCG delivers solutions through leading edge management consulting along with technology and design  corporate and digital ventures and business purpose  We work in a uniquely collaborative model across the firm and throughout all levels of the client organization  generating results that allow our clients to thrive   We Are BCG X   We re a diverse team of more than 3 000 tech experts united by a drive to make a difference  Working across industries and disciplines  we combine our experience and expertise to tackle the biggest challenges faced by society today  We go beyond what was once thought possible  creating new and innovative solutions to the world s most complex problems  Leveraging BCG s global network and partnerships with leading organizations  BCG X provides a stable ecosystem for talent to build game changing businesses  products  and services from the ground up  all while growing their career  Together  we strive to create solutions that will positively impact the lives of millions   What You ll Do As a part of BCG X you will work closely with consulting teams on a diverse range of advanced topics  You will have the opportunity to leverage software development methodologies to deliver value to BCG s Consulting   BCG X  case  teams  BCG X Product teams and Practice Areas  domain  through providing software developer subject matter expertise  and accelerated execution support  You will collaborate with teams to gather requirements  specify  design  develop  deliver and support software solutions serving client needs  You will provide technical support through deeper understanding of relevant software solutions and processes to build high quality and efficient technology solutions  Assignments will range from short term Proof of concepts Minimum viable product to long term cases with enterprise grade software development as a critical enabler through the project level description of the role responsibilities and impact within the organization  We are looking to hire at Software Engineer or Senior Software Engineer level based on experience and assessment  Web Application Development  Maintains a strong knowledge base of new opensource tech stacks  applications  techniques  and skills Strong problem solving and follow up skills  must be proactive and take initiative Create robust proprietary code and translate business logic into project requirements Develop code using development best practices  and an emphasis on security best practices Leverage technologies to support business needs to attain high reusability and maintainability of current and newly developed systems Work independently on development tasks with minimal supervision Write effective unit tests and integration tests to ensure high quality software delivery Business requirement gathering and collaboration Establish credibility by thought partnering with highly demanding stakeholders   consulting teams on web development and delivery topics  drawing conclusions on a range of external and internal issues and dependencies Executing software development approach and creating defined outcome  contributing to approach selection Assuring proper sign off before uploading materials into internal repository for reference  sanitizing confidential client content in marketing documents Contributes to team s content   IP development Problem solving You should be strong in solutioning with hands on experience in software delivery  through the entire life cycle of software development  Strong problem solving skills with the ability to develop and codify knowledge and provide appropriate technical advice where required   What You ll Bring Technical Skills   Must have strong experience   In building high performance web applications using   NodeJS  Python   Flask  Django  React  Angular 2   JavaScript  HTML5 and CSS3 Leveraging SQL Postgres for best performance On OOPs concepts  design patterns  responsive UI and Unit testing frameworks like Mocha  Jest  Jasmine Knowledge of Bootstrap or Material UI or And Design Knowledge of UI component libraries to produce high quality production apps following a high fidelity design and a specification Track record of designing  developing and supporting highly scalable  responsive web applications and services Integrate UI with REST APIs to make the app production readyAnd workable knowledge of    Unix command line tools and code repo Git CI CD  DevOps tools Cloud infra architecture design  AWS  Azure  GCP  and deployment Typescript UI component libraries to produce high quality production apps following a high fidelity design and a specification    Job Requirement   Bachelor s   Master s degree in computer science engineering technology or equivalent Excellent communication skills    Work Experience  At least 1  5 years of end to end web   application tool development experience in a commercial setup specifically services or consulting organization Additional weightage for contributions made to open source projects  blogs  forums etc  in relevant technologies   And familiar with   Microservices  Docker  Kubernetes  and Terraform C     NET Core    NET Framework  NoSql Databases like MongoDB Hybrid Mobile app development using React Native or Ionic Charting libraries like HighCharts  D3 js and Recharts Basic wireframing skills   Who You ll Work With Our technology consultants and specialists partner with our clients and colleagues to build and implement digital solutions through a broad spectrum of activities  Technology jobs and engineering jobs include design of IT architectures  large scale transformation  agile development  software engineering  cybersecurity consulting  and risk management    Boston Consulting Group is an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race  color  age  religion  sex  sexual orientation  gender identity   expression  national origin  disability  protected veteran status  or any other characteristic protected under national  provincial  or local law  where applicable  and those with criminal histories will be considered in a manner consistent with applicable state and local laws   BCG is an E   Verify Employer  Click here for more information on E Verify 
Commercial industrie métallurgique - Ain Sebaa - job post,freelance.com,Commercial SédentaireLocalisation   Ain Sebaa  CasablancaSecteur   Industrie métallurgiqueRémunération   7 000   8 000 MAD   mois   Primes sur chiffre d affaires Missions Principales En tant que Commercial Sédentaire  vous jouerez un rôle clé dans le développement des ventes et la fidélisation des clients  Vous assurerez la gestion et le suivi des commandes ainsi que le développement d un portefeuille de clients dans le secteur de l industrie métallique  1  Prospection et Développement Commercial    Identification et prospection de nouveaux clients potentiels par téléphone  Développement et gestion d un portefeuille clients existant  Atteinte des objectifs de vente et de chiffre d affaires fixés   2  Suivi des Commandes et Relation Client    Suivi des commandes et coordination avec les équipes internes  logistique  production   Réponse aux demandes clients et proposition de solutions adaptées à leurs besoins  Gestion des réclamations clients pour garantir leur satisfaction   3  Reporting et Suivi des Performances    Mise à jour régulière des données clients et des actions commerciales  Reporting hebdomadaire sur les ventes et analyse des performances   Profil Recherché  Expérience   Expérience confirmée en vente sédentaire  idéalement dans le secteur industriel ou métallurgique ou les BTP  Compétences   Bonnes capacités de communication  maîtrise des techniques de vente par téléphone  Qualités personnelles   Dynamisme  rigueur  sens de la relation client et goût du challenge   Type d emploi   CDI Rémunération   7 000 00DH par mois Question s  de présélection   5 ans d experience minimum
Responsable des opérations - job post,BestCarriere,  Missions Principales     Superviser l activité commerciale du réseau d affaires  prospection de nouveaux clients      Assurer un suivi de performance du réseau avec l équipe operationnel     Superviser un e  Chargée des Opérations concernant le suivi comptable et administratif     Gérer la communication externe  réseaux sociaux  événements régionaux       Compétences et Qualités Requises     Excellente maîtrise des outils bureautiques  Microsoft Office  CRM  etc     Idéalement une maîtrise des outils de conception graphique  exemple canva    Connaissances sur les techniques de communication sur les réseaux sociaux     Très bon niveau de français    Qualités personnelles     Forte orientation client et service     Capacité à gérer une équipe     Bonnes capacités d analyse et de résolution de problèmes   Formation et Expérience   Bac  5 en marketing   école de commerce ou équivalent Minimum 3 à 5 ans d expérience dans le développement commercial ou le marketing  Une expérience dans le domaine associatif ou événementiel est un atout  Type d emploi   CDI Rémunération   8 000 00DH à 10 000 00DH par mois
Conseiller(ère) commercial(e) - 100% télétravail - job post,EdPulse Group,Travaillez depuis le confort de votre domicile  EdPulse est une entreprise dynamique et innovante qui possède différentes filiales spécialisées dans le domaine de l éducation  Notre mission est de repousser les frontières de l éducation en offrant des solutions de qualité aux étudiants du monde entier  Description du poste   Nous recherchons un e  conseiller e  en vente dévoué e  pour conseiller les clients  répondre à leurs questions et les inscrire à nos services éducatifs  Ce rôle crucial implique la communication régulière par téléphone et courrier électronique  Avantages    Rémunération compétitive   6400 MAD par mois   primes de performance Contrat permanent avec un horaire flexible de 9h à 18h  EST  ou de 11h à 20h  EST   pour un total de 40 heures par semaine Travailler 100  à distance  offrant une flexibilité exceptionnelle Intégration dans une équipe chaleureuse  jeune et dynamique qui encourage la collaboration et la croissance professionnelle  opportunités d évolution et de promotions internes  Formations offertes  Principales responsabilités    Répondre aux appels entrant Expliquer les divers services aux clients et répondre à leurs questions Gérer divers dossiers Effectuer des suivis auprès des clients actuels et potentiels  Compétences requises    Excellent français oral et écrit Maîtrise de l anglais est souhaitable Excellentes compétences en communication et en résolution de problèmes Esprit compétitif et désir d atteindre des objectifs ambitieux  Capacité à travailler en équipe  car nous croyons au pouvoir de la collaboration  Capacité de persuasion et écoute proactive  Sourire  dynamisme et capacité d adaptation sont des atouts appréciés  Un engagement inébranlable au respect des délais  car nous sommes fiers de notre professionnalisme  Diplôme d études post secondaire  Nous sommes fiers d être une entreprise qui valorise la diversité et l égalité des chances  Nous encourageons toutes les candidatures  quel que soit leur parcours  leur origine  leur sexe ou leur identité  Type d emploi   Temps plein
"Leader Sport ""Vendeur/se"" à temps partiel - job post",Decathlon Maroc,Chez DECATHLON  les équipes sont engagées pour le sport Notre entreprise aime valoriser les initiatives  elle permet à tous de s investir et d évoluer   Jouer collectif  fait partie de notre ADN  nous gagnons ensemble uniquement si nous sommes une équipe unie et engagée  Rejoins DECATHLON et intègre une entreprise où il fait bon vivre Viens partager une passion collective pour le sport avec une équipe unie et motivée  Marque des points en prenant des responsabilités  exprime ton sens de l initiative et contribue à rendre le sport accessible à tous  Une diversité de parcours s offre à toi dans un environnement dynamique et changeante  Dès ton arrivée  tu prends la responsabilité d une équipe au sein d un magasin  Ta mission met en valeur ton leadership Entre dans le jeu avec la responsabilité d un projet Humain et Commercial Tu définis et mets en œuvre ce projet avec l équipe que tu animes  Ensemble  vous relevez les défis que vous vous êtes fixés     Vous êtes un athlète actif  Vous êtes orienté client   Vous aimez partager votre énergie et votre expérience avec vos clients et collègues  Vous avez le souci du détail et recherchez toujours le meilleur service possible  Le sourire d un client vous donne de l énergie    Vous êtes un joueur d équipe  Vous êtes à l écoute de vos collègues et vous communiquez de manière fluide et constructive  En collaboration avec votre équipe  vous déterminez vos objectifs communs et vous les poursuivez    Vous avez une mentalité de pratique   Votre attitude positive vous assure d être toujours à la recherche d opportunités et de solutions  tant pour le client que pour vos collègues    Notre offre  Un travail dynamique au sein d une équipe sportive et passionnée avec un objectif commun   rendre le sport accessible au plus grand nombre  Faire du sport ensemble  avec des collègues et des clients  fait partie de notre ADN  Dès le premier jour  vous bénéficiez d un plan individuel de formation  Lors des entretiens mensuels  vous partagez avec votre leader vos apprentissages  vos réalisations et vos projets  Vous avez la liberté de vous développer  En définissant votre rôle en fonction de vos talents  expériences et intérêts  vous pouvez prendre le contrôle de votre carrière   Si vous voulez vous joindre à notre équipe  faites le nous savoir   Nous vous en informerons dans les plus brefs délais      Tu aimes être sur le terrain  conseiller les utilisateurs de tous niveaux  avec l envie de partager ta passion et de rendre le sport accessible à tous       Tu as le sens de la satisfaction  client sportif   c est ta priorité     Tu es connu e pour ton esprit d équipe et ton dynamisme  Tu as le sens des responsabilités  de l organisation  et tu sais t investir à la hauteur de tes ambitions  Suivez toutes nos actualités sur   https   www linkedin com company maroc decathlon
Administratif(ve) - job post,El Grupo LPS,Rabat  Maroc 15 12 2024         Chez Groupe LPS  nous exerçons notre activité dans le déploiement de réseaux de télécommunications internationaux  fixes et mobiles  avec des projets clés en main englobant la conception  l ingénierie  la construction  l installation d équipements  la qualité  la prévention des risques professionnels  l environnement et la sécurité industrielle   Nous recherchons actuellement un e  Administratif ve  pour notre délégation à Rabat   Nous offrons    Possibilité d évolution professionnelle  Formation assurée par l entreprise  Horaires flexibles  Journée libre pour votre anniversaire    Si vous pensez correspondre à ce poste  n hésitez pas à postuler et à rejoindre notre équipe       PRINCIPALES FUNCIONES    Principales fonctions    Gestion et enregistrement des factures  commandes et suivi de la TVA  Contact  recherche et gestion des relations avec les clients et les fournisseurs  Tâches administratives générales  Création et mise à jour de documents sur Excel  PowerPoint et Word via Office 365  Support dans l organisation de la documentation administrative et suivi des processus internes   REQUISITOS    Exigences    Formation technique ou universitaire en administration  comptabilité ou domaines similaires  Expérience préalable de 1 à 2 ans dans des fonctions administratives  préférablement   Connaissances avancées d Office 365  Excel  PowerPoint  Word   Capacité d organisation et attention aux détails  Compétences en communication et gestion des relations avec clients et fournisseurs   Une expérience ou des connaissances dans le secteur des télécommunications  réseaux cuivre et fibre optique  seront un atout 
Développeurs mobile reactnative - job post,SARL,Développeurs mobile ReactNative   Nous sommes une startup basée à casablanca  nous recherchons des développeur se s web et mobile   Solide expérience de JavaScript en utilisant plusieurs frameworks et bibliothèques dans différents projets   applications  Compréhension approfondie des principes poussées de React js ainsi que du routeur React  des flux de travail Redux Bonne compréhension des API ES6   REST   Graphql  Expertise avec Web pack  gulp et autres outils de construction frontale  npm  Doit avoir de l expérience avec Git  Solide connaissance des concepts CSS et expérience des préprocesseurs  Solide connaissance de la méthode de travail Agile Connaissance de Jira   profil recherché   bac  3 minimum  culture web et des nouvelles technologies  curieux  rigoureux et autonome  ayant l esprit d équipe  le goût du challenge et l envie de bien faire      Domaine   Informatique   Multimédia   Internet Fonction   Informatique   Développement Contrat   A discuter Entreprise   SARL Salaire   Plus de 10 000 DH Niveau d études   Pas important
