Senior Unity Developer - job post,Reactive Talents,Job Title  Senior Unity Developer  Location  Remote Job Type  Full Time Job Overview  We are looking for an experienced Senior Unity Developer with a passion for creating dynamic and visually engaging mobile games  As a key team member  you will lead the development and optimization of game features  gameplay mechanics  and systems  similar to those in action packed games like Temple Run  Your role will focus on driving technical innovation and ensuring seamless gameplay experiences for millions of users worldwide  Key Responsibilities   Lead Game Development  Design  implement  and optimize core gameplay features and mechanics in Unity  ensuring high quality experiences for mobile devices  Collaborate with Multi Disciplinary Teams  Work closely with game designers  artists  and other developers to align game mechanics with creative visions  translating ideas into playable features  Optimization and Performance  Maximize game performance on Android and iOS platforms  working with memory constraints and ensuring smooth gameplay across various device specifications  Innovation in Gameplay  Develop and prototype innovative gameplay ideas  focusing on player engagement and immersive experiences  Code Quality and Best Practices  Maintain high standards for code quality  ensuring scalability  modularity  and adherence to clean code principles  Troubleshooting and Debugging  Identify and resolve technical issues and bottlenecks  ensuring the stability and performance of the game in all stages of development  Mentorship  Provide guidance and mentorship to junior developers  sharing best practices and encouraging technical growth within the team   Qualifications   Experience  5  years of professional experience in Unity development  with a focus on mobile game development  Technical Skills  Strong proficiency in C  and Unity3D  with experience in physics  AI  animation  and UI systems  Mobile Optimization  Proven track record of optimizing games for mobile platforms  especially Android and iOS  Game Design Understanding  In depth understanding of game design and user experience  especially in high paced  endless runner style games  Problem Solving  Excellent analytical and problem solving skills with a proactive approach to challenges  Communication Skills  Strong ability to work within a team  communicate complex technical ideas to non technical team members  and provide constructive feedback   Preferred Skills   Experience with Multiplayer or Networking  Experience with implementing multiplayer mechanics or server client systems  Shader Development  Knowledge of creating custom shaders to enhance visual effects  Unity Certification  Unity Certified Expert or equivalent certification is a plus   Join us to help shape the future of mobile gaming and bring unique  engaging gameplay to life  Job Type  Full time
Chargé(e) de Chiffrage - job post,ARaymond,Chargé e  de Chiffrage Program Management              Data di inizio Inizia subito              Luogo CASABLANCA  Marocco               TIPO DI CONTRATTO Contratto a tempo determinato        Invia ora la tua candidatura      Noi di ARaymond creiamo sistemi di fissaggio e assemblaggio all avanguardia per macchine e prodotti che fanno muovere il mondo  Fondata a Grenoble nel 1865  dove ancora oggi ha la sua sede  ARaymond è un azienda a conduzione familiare con una storia orgogliosa di innovazione  compresa l invenzione del bottone a pressione  I valori umani hanno guidato il nostro successo per oltre 158 anni  incarnati dal nostro modello di gestione fondato sulla servant leadership  che dà potere ai dipendenti e mette il loro benessere al primo posto  Oggi impieghiamo più di 8 500 persone in 25 paesi in tutto il mondo  E siamo impegnati a essere leader nella sostenibilità per il mercato globale del fissaggio e dell assemblaggio  Connettiti con idee che risolvono grandi sfide Unisciti al nostro team globale di ingegneri per sviluppare idee e prodotti che danno forma a un futuro migliore  Lasciati ispirare dalla nostra cultura di innovazione e creatività  che genera oltre 1 000 nuove soluzioni di fissaggio ogni anno   Nous sommes une multinationale 100  familiale  spécialisée dans les pièces de fixation et d assemblage  avec une histoire de plus de 150 ans riche en innovation  Nous accompagnons nos clients dans 25 pays  avec une stratégie plaçant l être humain au premier rang et encourage la collaboration et l autonomie  Nous recrutons un e  Chargé e  de Chiffrage basé à Casablanca       Ruolo e responsabilità  Assure le chiffrage des nouveaux produits et process de fabrication dans le respect des délais et des exigences clients   Analyse la demande  ainsi que les réserves émises par l équipe engeneering    Définit le process  injection  assemblage   le packaging  les quantités  les investissements et évalue leur coût en collaboration avec les différents experts métiers et les filiales si nécessaire  Intègre pour cela les règles et outils de calcul définis par AR et la Production    Assure ses activités en coordonnant toutes les parties prenantes  engeneering  opérations  industrialisation  production         Contribue à la préparation de l offre au client   Reporting suivi RFQ   Devis fournisseurs composants  phase chiffrage    Synthèse des coûts projet vendus au client    Formazione ed esperienza         Vous êtes de formation technique  Licence ou équivalent   idéalement avec une expérience au moins 2 ans dans le chiffrage   avec une forte expérience industrielle idéalement dans le domaine automobile             Skills  Solides compétences en calcul des coûts  Maitrise du Pack Office  SAP  Connaissances des matières plastiques Maitrise de la langue française et anglaise à l écrit et l orale    Invia ora la tua candidatura
Inphographiste - Web - job post,JOUNOUDI,À noter   Les CV classiques ne seront pas acceptés  Seuls les portfolios créatifs  incluant vos réalisations web et votre numéro de contact  seront pris en compte  Notre équipe dynamique de jeunes talents recherche des infographistes créatifs et orientés vers le web  pas de print    curieux  intelligent et adaptable  Profil recherché    Maîtrise des outils de création graphique pour le web  Ai   PS   CANVA      Vision créative et sens de l innovation pour des visuels modernes et engageants Capacité à s adapter et envie d apprendre rapidement Intelligence  souplesse et esprit d équipe  Tâches principales    Création de tous les ressources graphiques  bannières  visuels pour réseaux sociaux  etc   Assemblage de vidéos via Canva  formation prévue si vous n avez pas encore d expérience   Ce que nous offrons    Primes de motivation pour reconnaître et encourager vos contributions Une intégration facile grâce à une documentation bien structurée et des explications claires Accompagnement sur chaque tâche avec une équipe jeune et dynamique pour vous guider  Type d emploi   Temps plein Rémunération   3 500 00DH à 6 000 00DH par mois
Senior AI Developer - job post,Reactive Talents,We are hiring a Senior AI Developer Job Overview  We are seeking a Senior AI Developer with over 5 years of experience in AI and machine learning to join our innovative team  In this role  you will lead the design and development of AI models and solutions that will drive impactful results across our products and services  If you re passionate about AI  problem solving  and enjoy working in a fast paced environment  we d love to hear from you  Key Responsibilities   Design and Develop AI Models  Lead the creation of scalable AI and machine learning models to solve complex problems and support our product goals  Data Processing and Feature Engineering  Collect  clean  and preprocess data to develop robust datasets for AI model training and validation  Algorithm Optimization  Optimize algorithms for accuracy and efficiency  ensuring they perform well in real time applications  Model Deployment and Monitoring  Implement and deploy models into production environments  ensuring models perform as expected post deployment  Cross Functional Collaboration  Work closely with data scientists  data engineers  and product teams to define AI project requirements and deliver insights  Mentorship  Provide guidance to junior AI team members  sharing best practices and fostering a collaborative team culture  Stay Updated  Keep up to date with the latest research and advancements in AI  ML  and deep learning  and apply new knowledge to ongoing projects   Requirements   Experience  Minimum of 5 years in AI  machine learning  or a related field with a proven track record of building and deploying models  Programming  Strong skills in Python and relevant ML libraries  e g   TensorFlow  PyTorch  Scikit learn   Data Processing  Proficient in data processing with tools like Pandas and SQL  Cloud Platforms  Experience with cloud services such as AWS  Azure  or GCP for model deployment and data storage  Algorithm Expertise  Deep understanding of machine learning and AI algorithms  e g   supervised unsupervised learning  deep learning  NLP  computer vision   Analytical Skills  Excellent problem solving skills with the ability to evaluate data and derive insights  Collaboration Skills  Strong communication and teamwork abilities  experience working in cross functional teams  Education  Bachelor s degree in Computer Science  Data Science  Mathematics  or a related field  Master s or Ph D  preferred    Preferred Qualifications   Advanced Knowledge  Familiarity with NLP  computer vision  reinforcement learning  or other specialized AI domains  Model Deployment Tools  Experience with model deployment frameworks such as Docker  Kubernetes  and MLOps practices  AI Ethics and Compliance  Understanding of ethical considerations and data privacy standards in AI   Benefits   Competitive salary and performance based incentives Opportunities for continuous learning and professional development Collaborative and innovative work environment Health insurance and wellness programs  Join us to help shape the future of AI driven solutions and make a meaningful impact with your expertise  Job Types  Full time  Contract
Profilo italiano : 100% backoffice - job post,Marketing Call Center,Entreprise Con 15 anni di esperienza in call center  offshoring e gestione delle relazioni con i clienti  Marketing Call Center è una società di servizi con oltre 500 dipendenti esperti che gestiscono quotidianamente servizi complessi e ad alto valore aggiunto per clienti marocchini  francesi ed europei  Ogni giorno forniamo ai nostri prestigiosi clienti un servizio di qualità che soddisfa tutte le loro aspettative  offrendo al contempo il miglior ambiente di lavoro per i nostri agenti  Tradotto con DeepL com  versione gratuita   Poste  Moderare i contenuti sulle varie piattaforme di social media del nostro cliente  Esaminare e valutare i contenuti generati dagli utenti in conformità alle linee guida di moderazione    Profil  Perfetta padronanza dell italiano Ottime capacità di comunicazione e di relazione con i clienti  Capacità di lavorare in un ambiente multiculturale 
Technicien de Maintenance en Électricité et Froid - job post,POLY PIECES EQUIPEMENTS,Nous sommes une entreprise dynamique  spécialisée dans l équipement et la gestion et la maintenance d installations électriques et frigorifiques  Soucieux de la qualité de nos services et du bien être de nos clients  nous recherchons aujourd hui un Technicien polyvalent en Installation et Maintenance électrique et Frigorifique pour renforcer notre équipe  Missions   En tant que Technicien  vos principales missions seront les suivantes    Effectuer l installation des équipements de blanchisserie  cuisine et chambre froide  Effectuer la maintenance préventive et corrective des installations électriques et frigorifiques  Diagnostiquer les pannes et dysfonctionnements sur les équipements électriques et frigorifiques  Intervenir en dépannage sur les installations et assurer le bon fonctionnement des systèmes  Garantir la conformité des installations et respecter les normes de sécurité et les réglementations en vigueur  Rédiger des rapports d intervention détaillant les actions menées et les suivis nécessaires  Assurer une relation de proximité avec nos clients et leur fournir des conseils sur l entretien et l utilisation de leurs équipements   Profil recherché    Formation   Bac  2 minimum en électrotechnique  génie climatique  ou équivalent    Expérience   Une première expérience réussie dans un poste similaire est un atout  mais les jeunes diplômés motivés sont également encouragés à postuler  Compétences techniques   Connaissances en électricité et systèmes frigorifiques  Autonomie et rigueur   Capacité à travailler de manière autonome et à gérer plusieurs missions en parallèle  Sens du service client   Bon relationnel et capacité à répondre aux besoins des clients  Permis B requis pour les déplacements   Contact   Nous vous invitons à nous contacter via WhatsApp Pro au  212 663 189 601 pour toute question ou information supplémentaire  Type d emploi   CDI Rémunération   3 000 00DH à 4 500 00DH par mois
Technicien Audiovisuel - job post,Barcelo hôtels groupe,En tant que Technicien Audiovisuel  vos principales missions seront    Assurer la gestion technique des équipements audiovisuels dans les espaces dédiés  salles de conférence  salles de réunion  espaces événementiels  etc    Installer  configurer et tester les équipements  projecteurs  systèmes de sonorisation  écrans  éclairage  etc   en fonction des besoins spécifiques des clients  Accompagner et conseiller les clients dans l utilisation de la technologie audiovisuelle lors de leurs événements  conférences  séminaires  mariages  banquets  etc    Surveiller et intervenir en cas de dysfonctionnement ou de panne d équipements pendant les événements  Réaliser la maintenance préventive et corrective des équipements audiovisuels et organiser leur entretien régulier  Collaborer avec les équipes internes  réception  événementiel  restauration  pour garantir le bon déroulement des événements  Assurer une veille technologique pour proposer des solutions innovantes à nos clients   Profil recherché    Vous possédez une formation en audiovisuel  électronique ou dans un domaine similaire  Vous avez une expérience préalable en tant que technicien audiovisuel  idéalement dans l hôtellerie ou l événementiel  Vous maîtrisez les équipements audiovisuels professionnels  sonorisation  vidéo projection  éclairage  etc   et avez une bonne compréhension des systèmes multimédia  Vous êtes réactif ve   autonome et avez une excellente capacité à résoudre les problèmes techniques rapidement et efficacement  Vous êtes organisé e  et rigoureux se   avec un excellent sens du service client  Vous êtes disponible pour travailler en horaires flexibles  y compris les week ends et en soirée  en fonction des besoins des événements  Une bonne présentation et un excellent relationnel sont essentiels dans ce rôle   Type d emploi   Temps plein  CDI
Responsable bureau d’études H/F - job post,SPECV,Dans le cadre de l ouverture d un Bureau d Etudes à Rabat  la société française SPECV recrute un Responsable Bureau d Etudes  À terme  une fois la période d essai confirmée  des bureaux seront établis à Kénitra dans l objectif de constituer une équipe complète que vous serez amené e  à superviser  Missions   Votre rôle consistera à répondre aux appels d offres en préparant les chiffrages et les dossiers techniques  Vous piloterez également la réalisation des dossiers d exécution  incluant le dimensionnement  l élaboration de plans et les notes de calcul  Vous serez responsable de la qualité des prestations et travaillerez en étroite collaboration avec SPECV en France  Profil recherché   Nous recherchons une personne dotée d une personnalité ambitieuse  rigoureuse et orientée vers le travail d équipe  Une expérience de 5 ans dans un poste similaire est indispensable  ainsi qu une maîtrise des normes françaises et des outils de calcul et de conception  Compétences requises    Expérience dans la gestion de projets en rénovation de bâtiments Maîtrise des logiciels de conception et de dimensionnement Connaissance approfondie des normes de construction en France Capacité à gérer et encadrer une équipe de techniciens  Rémunération   Le salaire proposé dépendra de votre profil et de votre expérience  mais il sera au dessus des standards du marché pour un poste de cette exigence  La fourchette de rémunération est de 12 000 DH à 20 000 DH par mois  Type d emploi   Temps plein  CDI Rejoignez nous pour participer au développement d une équipe dynamique et ambitieuse  Type d emploi   Temps plein  CDI Rémunération   15 000 00DH à 25 000 00DH par mois Formation   École d ingénieur  Requis   Expérience   Bureau d études bâtiment  5 ans  Requis   Langue   Français  Requis 
Technicien en maintenance - job post,CRIT,Nous recrutons pour notre client basé à Casablanca technicien en maintenance   le travail ne sera pas du tout compliqué  ils auront une formation Niveau d études   Niveau bac ou bac   diplôme avec une expérience dans un poste similaire   Durée   3 mois Salaire   SMIG Site   CASA  Type d emploi   Intérim
Technicien Laboratoires en Contrôle Qualité H/F - job post,Industrie Pharmaceutique,Une grande structure opérante dans L industrie pharmaceutique  recrute   Un Technicien Laboratoire en Contrôle Qualité H  F à Dar Bouazza   Profil recherché     Licence ou Master en chimie  physique  biologie    Expérience minimum de 2 à 3 ans dans poste similaire  pharmaceutique  c est Obligatoires en Physique chimie ou en Microbiologie     Transport est Assurée   De préférence habitant   Oulfa  Rahma  Lissasfa  Dar Bouazza AinChok ou alentours  Très bon courage à tous Type d emploi   Temps plein  CDI
Technicien Électromécanique - job post,AMED,Nous recherchons un Technicien Électromécanique qualifié pour rejoindre notre équipe à Casablanca   Une expérience dans le domaine dentaire serait un plus  Missions    Installation  maintenance et réparation des équipements électromécaniques  avec un focus sur le matériel dentaire  Diagnostic des pannes et mise en œuvre des solutions correctives  Réalisation de tests de performance et contrôles de sécurité  Assistance technique aux utilisateurs pour assurer un bon fonctionnement des équipements   Profil recherché    Diplôme en électromécanique ou domaine similaire  Expérience minimum de 2 ans dans un poste similaire  idéalement dans le secteur dentaire  Compétences en diagnostic et réparation d équipements  Autonomie  rigueur  et aptitude à travailler en équipe   Ce que nous offrons    Un environnement dynamique et professionnel  Opportunités de développement et de formation continue  Conditions attractives et poste basé à Casablanca   Type d emploi   Temps plein  CDI  CDD Type d emploi   Temps plein  CDI
Cuisiniers - job post,THE BEAST,Restaurant à Casablanca cherche cuisiniers Formation exigée et expérience   Niveau Bac ou plus  Diplôme de technicien en cuisine ou restauration 2 ans d expérience dans un poste similaire    Maîtriser les techniques de la cuisine froide et chaude  entrée  salade   Tâches  Préparer les matières premières alimentaires   laver  éplucher  couper  cuire  etc Réaliser les plats et recettes à partir de fiches techniques et contrôler la qualité sanitaire et gustative des préparations  Réaliser l assemblage et le dressage  Effectuer la remise en température des plats cuisinés à l avance  Entretenir  nettoyer et ranger les matériels  équipements et locaux utilisés Appliquer les techniques et principes d hygiène en restauration collective    Type d emploi   CDI Rémunération   3 000 00DH à 3 500 00DH par mois Expérience   Restauration  2 ans  Requis 
Technicien de maintenance - job post,PHARMA 5,Nous sommes à la recherche des techniciens de maintenance Responsabilités    Effectuer la maintenance préventive et corrective des équipements conformément aux BPF et aux exigences réglementaires  Diagnostiquer et résoudre les pannes électriques  mécaniques    Coopérer avec les équipes de production et de qualité pour minimiser les temps d arrêt et maintenir la conformité aux normes de qualité  Participer aux activités d amélioration continue et de validation des équipements   Profil recherché     Technicien en électromécanique   électrotechnique 3 ans d expérience dans un poste similaire  Type d emploi   Temps plein  CDI
Technicien Supérieur en Maintenance Industrielle - job post,ADEC-GreenOfAfrica,Une entreprise de la place opérant dans le secteur industriel recrute pour soutenir son développement et renforcer ses équipes  Intitulé du poste   Technicien Supérieur en Maintenance Industrielle Secteur   Industriel Expérience    5 à 10 ans Localisation du poste   Casablanca Principales missions    Planification et organisation des activités de la maintenance Rédaction et mise à jour des modes opératoires  procédures  processus  rapports d interventions Préparation des listes des équipements et nomenclatures des pièces Préparer les fiches techniques des équipements Préparation des plans de maintenance et suivi Suivi de montage des équipements lors d installation des équipements Préparer le plan de maintenance Mise en place et suivi des indicateurs de performances de la maintenance  Formation    Diplôme de Technicien Supérieur en Maintenance  Génie Mécanique ou équivalent Expérience antérieure dans un poste similaire  Compétences requises    Compétences en diagnostic et résolution de problèmes techniques Sens d organisation et de planification Qualités professionnelles  sociales et relationnelles Travail en équipe et collaboration Bonnes capacités en communication écrite et orale  Bonne maîtrise du Français et Anglais  Type d emploi   CDI Date limite de candidature   25 12 2024
Technicien maintenance production pour industrie pharmaceutique - job post,CRIT MAROC,Nous cherchons pour une industrie pharmaceutique des techniciens de maintenance production pharmaceutique afin d assurer la réalisation des activités de maintenance du site y compris la maintenance préventive et corrective  arrêt technique en vue d améliorer la performance et la fiabilisation globale des équipements industriels Assurer le maintien des équipements    Participer à la surveillance des équipements afin de contrôler en permanence leur bon état de fonctionnement et leur disponibilité  dans le respect de la réglementation pharmaceutique et des règles d hygiène et sécurité et environnement  Piloter et réaliser les maintenances préventives et correctives  réparations selon les délais définis et le planning Diagnostiquer les dysfonctionnements des équipements  Assurer le dépannage des équipements gérés par le service Infrastructure S occuper de la maintenance préventive et curative  Accompagner et participer à la formation technique des différents utilisateurs des équipements Gestion de stock de pièces  Mettre à jour la documentation technique de maintenance  reporting et tableau de bord   Profil Recherché Expérience de trois ans ou cinq ans dans le même poste Titulaire d une formation technique ou en maintenance  vous avez une bonne connaissance et maitrise des équipements de site de production pharmaceutique  Grand sens de responsabilité et d implication  Disponibilité et sens d équipe  Si vous êtes intéressé envoyez votre cv Type d emploi   Temps plein  CDI Rémunération   6 500 00DH à 7 000 00DH par mois
Technicien de Maintenance - Nouaceur- 4000 MAD - job post,JOB CALL AFRICA,Nous recrutons pour notre client un technicien de maintenance industrielle Poste   Basé à la zone industrielle Sapino Nouaceur  rattaché e  au responsable maintenance   directeur de production en tant que technicien de maintenance  votre rôle est d organiser  planifier et suivre la production pour atteindre les objectifs définis afin d améliorer la productivité et garantir la mise en conformité  Vos missions sont les suivantes    Assurer la maintenance préventive et corrective des équipements de production  Diagnostiquer et résoudre les pannes et les dysfonctionnements des machines  Participer à l installation et à la mise en service de nouveaux équipements  Maintenir des registres précis des interventions de maintenance et des réparations effectuées  Collaborer avec les équipes de production pour minimiser les temps d arrêt des machines  Proposer des améliorations pour optimiser la fiabilité et la performance des équipements  Assurer le respect des normes de sécurité et des réglementations en vigueur  Participer à la formation des opérateurs sur la maintenance de premier niveau   Profil recherché   Diplômé e  d un BTS en électromécanique  maintenance industrielle et électrique ou dans un domaine connexe   vous justifiez d une expérience pratique en maintenance d équipements industriels   vous souhaitez donner un boost à votre carrière et rejoindre une entreprise industrielle  Rémunération proposée   4000 MAD Type d emploi   Temps plein  CDI
Technicien Helpdesk - job post,YAMED,Shift the lines for a better tomorrow  Yamed Group est un groupe indépendant et pluridisciplinaire de services et d investissements immobiliers  regroupant toutes les compétences de la chaîne de création de valeur immobilière  à travers ses lignes de métiers dédiées  Actif sur l ensemble de la chaîne de valeur de l immobilier  Yamed Group prône l immobilier nouvelle génération avec 1 04 Md  de volume d actifs sous gestion  Dans le cadre de son développement  Yamed Group recrute un e  Technicien ne  Helpdesk Missions   En tant que Technicien Helpdesk  vous serez responsable de l assistance technique auprès des utilisateurs de l entreprise  Vous aurez pour mission principale d assurer le support de premier niveau et de garantir le bon fonctionnement des outils informatiques  Vos responsabilités incluront    Répondre aux demandes de support des utilisateurs via téléphone  email  ou ticketing  Diagnostiquer et résoudre les problèmes techniques liés au matériel  aux logiciels  et à la connexion réseau  Assurer le suivi des incidents et des demandes jusqu à leur résolution  Documenter les interventions et mettre à jour la base de connaissances  Effectuer la maintenance préventive du matériel informatique  Assister dans la configuration  l installation et la mise à jour des équipements informatiques et logiciels  Contribuer à l amélioration continue des processus de support technique   Profil recherché    Diplôme en informatique  Bac 2 ou équivalent   Expérience de 1 à 2 ans dans un poste similaire  débutants acceptés avec formation technique   Bonne connaissance des environnements Windows et des outils bureautiques  Maîtrise des techniques de diagnostic et de dépannage  Sens de l écoute et de la pédagogie pour accompagner les utilisateurs  Capacité à gérer le stress et les priorités  Esprit d équipe et autonomie   Type d emploi   Temps plein Formation   Bac   2  BTS  DUT   Optionnel 
Technicien Maintenance (DAR BOUAZZA) - job post,Colorado,Rattaché e  à la Direction Maintenance   Travaux Neufs  vous aurez pour principales missions de     Assurer la maintenance corrective des machines et des engins    Procéder aux contrôles prévus dans le programme de maintenance préventive    Effectuer les entretiens électriques ou mécaniques des machines et locaux    Assurer le suivi des interventions des sous traitants et celles sous contrat    Respecter les procédures QSE en vigueur  Profil  D une formation BAC 2 en électromécanique ou équivalent  vous justifiez de 2 ans d expérience au minimum dans un poste similaire idéalement dans un environnement industriel  Type d emploi   Temps plein
Technicien H/F contrôle qualité - job post,PSV Maroc,Notre entreprise  familiale  est spécialisée depuis plusieurs générations dans la fabrication de machines pour l industrie alimentaire et figure parmi les leaders de son marché  Nous cherchons dans le cadre de son développement un e  jeun e  technicien e  pour assurer le contrôle qualité de nos machines  Le poste sera basé à Bouskoura  Missions   Sous l encadrement du responsable de production  le poste à pourvoir sera destiné à devenir un poste clé au sein d une entreprise dont l ambition est d améliorer sans cesse la qualité de ses machines afin de satisfaire au mieux nos clients  Vous serez amené e  à     Réaliser le contrôle dimensionnel des pièces destinées au montage des machines lors de la réception de celles ci    Réaliser le contrôle des carrosseries à la réception de celles ci  contrôle soudure  déformations      Réaliser le contrôle qualité des machines finies avant expédition    Mettre des outils en place pour faciliter le contrôle et améliorer la qualité   Réaliser des rapports de non conformités  Qualifications et qualités requises     Diplôme IUT ou BTS   Bonnes connaissances dans les domaines de mécanique   tôlerie   Être capable de lire des plans industriels et les interpréter   Être capable d utiliser des outils de métrologie  pieds à coulisse  cales d épaisseurs  jauges filetage     Solides capacités de communication et de synthèse   Bon niveau en français exigé   Première expérience dans le contrôle qualité souhaitée Type d emploi   Temps plein  CDI Rémunération   à partir de 5 500 00DH par mois Langue   Français  Requis 
technicien de maintenance production pharmaceutique - job post,CRIT MAROC,Nous cherchons un technicien de maintenance de production pharmaceutique ayant deux ans à trois ans d expérience en tant que technicien de maintenance de production  dynamique  impliqué  autonome  ayant travaillé obligatoirement en maintenance production dans le secteur pharmaceutique  si vous êtes intéressé envoyez votre cv Type d emploi   Temps plein  CDI Rémunération   6 000 00DH à 7 000 00DH par mois
Technicien Polyvalent - job post,CRIT,Nous recrutons pour notre client basé à Casablanca Technicien Polyvalent 1  Missions   Réaliser les opérations de conduite  de maintenance préventive et corrective des équipements de climatisation  split systèmes  Groupe Eau Glacée  Ventilo convecteur    electricité CFO  électricité CFA  groupes électrogènes  poste de transformation  tableaux électriques  TGBT  éclairage  détection incendie     La maîtrise des outils numériques essentiels   Le technicien polyvalent doit être capable d utiliser les logiciels et les outils numériques pour la gestion de la maintenance préventive et corrective  la planification et l ordonnancement des interventions    Capacité à lire et interpréter les schémas et les plans d installations   Bonne Connaissance de la plomberie   Assurer le soutien technique dans sa spécialité dès que nécessaire     Garantir le suivi de la qualité des opérations     Être force de proposition d amélioration     Être garant du respect des règles de sécurité     Participer aux astreintes     Renseigner les supports de suivi d intervention  fiches d intervention  ordres de travail     et transmettre des informations au service concerné   Garantir la disponibilités des équipements 2  Expériences et Compétences Expériences    Formation   Technicien ISTA en électricité et climatisation   Expérience   Un minimum de 6 ans dans un poste similaire de préférence dans un établissement de santé  Une expérience préalable en tant que chef d équipe serait un atout   Langues maîtrisées     l Arabe et le Français  lu  écrit  Compétences techniques    Réaliser les interventions préventive et corrective des installations de froid et climatisation   Identifier les causes et conséquences d un dysfonctionnement ou d une panne sur une installation et préconiser des solutions   Positionner et fixer les groupes  condenseurs  tubes  câbles électriques de l installation frigorifique et de conditionnement d air   Vérifier la conformité des matériels installés et assurer leur maintien en bon état de fonctionnement Salaire entre 4000 à 5000 MAD net Type d emploi   Intérim
Technicien de production - job post,CRIT,Nous recrutons pour notre client basé à Casablanca un Technicien de production Mission et Principales Contributions Assurer la conduite et l organisation de l unité de production gaz de l air   préparation  démarrage  arrêt  production  entretien courant selon les règles de sécurité et l IMS  1  Conduite de l unité   Effectuer le réglage  l optimisation et la stabilisation de l appareil de production selon les consignes et les instructions   Veiller au respect et à la réalisation du planning de la production gaz de l air selon les règles de sécurité et l IMS   S assurer de la conformité du produit fini   Contrôler les machines de production en assurant les rondes et suivre les paramètres de marche de l unité   Relever les anomalies constatées sur les différentes machines et les noter sur le cahier de poste   Intervenir en temps réel et effectuer le dépannage et la réparation des installations  en suivant les instructions de son supérieur   Veiller à la bonne conservation des moyens de production en parfait état de marche et assurer la sécurité   Mettre en application le planning d entretien courant  Effectuer toute autre tâche qui lui est confiée par son manager dans le cadre de l exercice de ses fonctions   Effectuer le chargement des citernes mobiles gaz de l air et CO2 selon les consignes et les instructions   Effectuer le déchargement des conteneurs d imports   Contribuer à l ordre et à la proprété du poste de travail   Proposer des aménagements de poste de travail   2  Organisation du travail et Qualité     Effectuer avec fiabilité les relevés de stocks productions liquides   Effectuer des opérations polyvalentes qui concourrent à l efficacité    Etre attentif aux écarts de fonctionnement   Connaitre le bon interlocuteur à informer et les mesures à prendre   3  Qualité Santé Sécurité et Environnement    Respecter l ensemble des règles de sécurité    Participer activement à l amélioration de notre démarche environnement    Détecter et alerter sur tout événement inhabitiel  Met en œuvre les premiers éléments de sécurité  peut diagnoctquer et agir sur tout dysfonctionnement de base    Prendre la décision d intervenir   arrêt machine   tout en prévenant le Responsable Hiérarchique Fonctionnel  en cas d anomalie importante    Connaître les règles de sécurité    Respecter les exigences de fabrication  BPF  lors de la production en terme de pureté et teneurs   4  Respect des procédures mises en place et codes de conduites    Signer et s engager à respecter tous les codes de conduites et chartes éthiques d ALM   Groupe   S engager à respecter les procédures mises en places dans le cadre de l execire de ses fonctions Connaissances et Savoir Faire Spécifiques   Electromécanique physique instrumentation électricité   Connaissance des machines industrielles   Connaissance du process industriel   Règles et procédures de production   Règles et procédures de sécurité   Lecture des P ID  schémas fonctionnels Capacités et Comportements   Efficacité   Productivité   Qualité du Travail   Fiabilité   Respect des Instructions   Esprit d Equipe   Assiduité et Ponctualité   Esprit de Sécurité et de Sûreté   Facilité d Adaptation   Flexibilité   Capacité d Apprentissage Type d emploi   Intérim
Technicien Help Desk - job post,SVC,Nous sommes à la recherche d un helpdesk pour l un de nos prestigieux partenaires  un organisme de grande renommée spécialisé dans la formation continue  Le technicien helpdesk sera le support helpdesk des utilisateurs  Il aura pour missions principales     La création  le traitement et la résolution des tickets incidents et demandes   La préparation  le paramétrage et la mise à jour des postes de travail   La garantie de la résolution des incidents dans le bon respect des procédures et des engagements de service   La recherche de solutions aux problèmes hardware et software   La gestion du parc informatique et du matériel  Postes de travail  téléphonie  imprimantes     De formation Bac   2 ou plus en informatique   justifiant d un an d expérience significative dans un poste similaire   Dynamique et motivé  vous avez le sens des initiatives et appréciez le travail en équipe  Type d emploi   Temps plein  CDI Question s  de présélection   Le poste est basé à Bouskoura  Etes vous en mesure de faire le trajet quotidiennement  Quelles sont vos prétentions salariales 
