Title,Category,Skills
"Cybersecurity Roles, Processes & Operating System Security",Information Technology | Security,
"Diversity, Equity, and Inclusion Best Practices for Managers",Business | Leadership and Management,"Business Psychology,Workplace Inclusion,Business Communication,Leadership Development,Team Management,"
Microsoft Azure Machine Learning,Data Science | Machine Learning,"Artificial Intelligence (AI),Microsoft Azure,Machine Learning,"
International Entertainment and Sports Marketing,Business | Marketing,"Sports Marketing,Marketing By Medium,Marketing,Educational Entertainment,"
Data Manipulation in JavaScript,Computer Science | Mobile and Web Development,
Marketing Mix Fundamentals,Business | Marketing,
The Importance of Listening,Business | Marketing,"Social Marketing,Social Media Marketing,Social Media,Influencer Marketing,"
DevOps on AWS: Operate and Monitor,Computer Science | Software Development,"CI/CD,aws,Devops,"
Corruption,Social Sciences | Governance and Society,
Getting Started with Essay Writing,Arts and Humanities | Music and Art,
Introduction to Neurohacking In R,Data Science | Data Analysis,"Image Processing,Brain,R Programming,Neurology,"
Oracle Database Foundations,Computer Science | Software Development,
Managing Machine Learning Projects,Data Science | Machine Learning,"Modeling,Project Management,Machine Learning,"
Digital Twins,Business | Business Strategy,
The Outcomes and Interventions of Health Informatics,Health | Health Informatics,"Knowledge Acquisition,Decision Tree,Decision-Making,Decision Support System,Health Informatics,"
First Steps in Making the Business Case for Sustainability,Business | Leadership and Management,
Building No-Code Apps with AppSheet: Foundations,Information Technology | Cloud Computing,"Navigate the AppSheet UI and editor to build an app,Learn the process to deploy and publish an app,Understand the capabilities of the AppSheet no-code app development platform,Work with app data sources using Google sheets,Create and customize the user experience of an app using AppSheet views and branding,"
State Estimation and Localization for Self-Driving Cars,Computer Science | Software Development,
Content Strategy for Professionals: Managing Content,Business | Marketing,
Features and Boundaries,Computer Science | Algorithms,"Scale Space,Active Contours,Image Transformations,Edge and Corner Detection,SIFT Detector,"
"Content, Advertising & Social IMC",Business | Marketing,"Social Media Marketing,Social Media,Marketing Strategy,A/B Testing,"
"Everyday Excel, Part 2",Computer Science | Design and Product,"Data Management,Spreadsheet,Microsoft Excel,Problem Solving,Real World,"
Optical Efficiency and Resolution,Physical Science and Engineering | Electrical Engineering,
Healthcare Data Quality and Governance,Health | Health Informatics,
Relational Database Design,Information Technology | Data Management,"Database (DB) Design,Database (DBMS),Relational Models,Normalization,Entity–Relationship (E-R) Model,"
Introduction to Data Science in Python,Data Science | Data Analysis,"Python Programming,Numpy,Pandas,Data Cleansing,"
Understanding Cancer Metastasis,Health | Basic Science,"Cancer,Molecular Biology,Cancer Biology,Cancer Stem Cells,"
Interfacing with the Raspberry Pi,Physical Science and Engineering | Electrical Engineering,"Python Programming,Application Programming Interfaces (API),Internet Of Things (IOT),Raspberry Pi,"
Strategic Self-Marketing and Personal Branding,Personal Development | Personal Development,"Self-Assessment,Skills Management,strategy,Personal Branding,Competitiveness,"
Blockchain Opportunity Analysis,Business | Business Strategy,
"Python for Data Science, AI & Development",Data Science | Data Analysis,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,"
Object Oriented Programming in Java,Computer Science | Software Development,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,"
Project Initiation and Planning,Business | Leadership and Management,
Accounting for Mergers and Acquisitions: Advanced Topics,Business | Business Strategy,"Mergers And Acquisitions (M&A),Taxes,Financial Statement,Accounting,Corporate Accouting,"
Work Smarter with Microsoft Excel,Business | Business Essentials,"Microsoft Excel,Chart,Worksheet,"
Lean Software Development,Computer Science | Software Development,
Linear Algebra for Machine Learning and Data Science,Computer Science | Algorithms,"Machine Learning,Linear Equation,Eigenvalues And Eigenvectors,Linear Algebra,Determinants,"
Building Your Career in Music: Developing A Brand and Funding Your Music,Arts and Humanities | Music and Art,"Music business,Marketing,Crowdfunding,Social Media,Networking,"
Ethics of Artificial Intelligence,Computer Science | Algorithms,
Innovation: From Creativity to Entrepreneurship Capstone,Business | Entrepreneurship,
Numerical Methods for Engineers,Math and Logic | Math and Logic,
Análisis de situaciones de negocio,Business | Leadership and Management,
Camera and Imaging,Computer Science | Algorithms,"Fourier Transform,High-Dynamic-Range (HDR) Imaging,Image Formation,Convolution and Deconvolution,Working Principles of a Camera,"
Strategic Management - Capstone Project,Business | Business Strategy,
A Crash Course in Data Science,Data Science | Data Analysis,"Data Science,Data Analysis,Machine Learning,Project,"
Digital Strategy and Business Opportunity,Business | Marketing,"Digital transformation,Digital Marketing,Content Marketing,Digital Strategy,Digital Research,"
Arranging for Songwriters,Arts and Humanities | Music and Art,"Music,arranging,Songwriting,Writing,"
Market Research and Consumer Behavior,Business | Marketing,"Market Research,Consumer Behaviour,Data Analysis,"
Entrepreneurship 2: Launching your Start-Up,Business | Entrepreneurship,"Brand Management,Choosing Advisors,Brand,Entrepreneurship,Strategic Management,"
Data Collection and Processing with Python,Computer Science | Software Development,
Introduction to Portfolio Construction and Analysis with Python,Business | Finance,
Developing Data Products,Data Science | Data Analysis,"Interactivity,Plotly,Web Application,R Programming,"
Capstone (React App),Computer Science | Mobile and Web Development,"UX and UI,React (Web Framework),Github,Figma,SQL,"
"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health | Patient Care,
Sales Operations: Final Project,Business | Leadership and Management,
Collaborate Effectively for Professional Success,Personal Development | Personal Development,"teamwork,Listening Skills,Soft skills,Communication,Critical Thinking,"
Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II),Health | Healthcare Management,"Communication,Healthcare Leadership,Organizational Culture,Patient Safety,"
Creative Writing: The Craft of Style,Arts and Humanities | Music and Art,
Best Practices in Planning DE&I Interventions,Business | Leadership and Management,
Wearable Technologies and Sports Analytics,Data Science | Data Analysis,
Organizational Behavior: How to Manage People,Business | Leadership and Management,"Management Styles,Leadership,Management,Organizational Culture,"
Introduction to Object-Oriented Programming with Java,Computer Science | Software Development,"Crt0,Recursively Enumerable Set,Computer Programming,Java Programming,"
Investment Banking: Financial Analysis and Valuation,Business | Finance,
Advanced Content and Social Tactics to Optimize SEO,Business | Marketing,"Social Media Marketing,Social Media,Content Marketing,Mathematical Optimization,"
CUDA at Scale for the Enterprise,Computer Science | Software Development,"Cuda,Algorithms,C/C++,GPU,Nvidia,"
Predictive Modeling and Analytics ,Data Science | Data Analysis,"Regression Analysis,Data Cleansing,Predictive Modelling,Exploratory Data Analysis,"
Robotics: Mobility,Physical Science and Engineering | Mechanical Engineering,"Serial Line Internet Protocol (SLIP),Robotics,Robot,Matlab,"
Software Architecture,Computer Science | Software Development,
Information Gathering and Vetting,Personal Development | Personal Development,"Getting the most of data you collect,Collecting data with a hypothesis,Sharing new insights from data,"
Women in Leadership: Inspiring Positive Change,Business | Leadership and Management,"Assertiveness,Communication,Negotiation,Leadership,"
Creating Dashboards and Storytelling with Tableau,Data Science | Data Analysis,"Storyboarding,Tableau Software,Data Virtualization,Data Visualization (DataViz),"
Customer Value in Pricing Strategy,Business | Marketing,"Customer Willingness to Pay,Pricing Strategies,Customer Value-based Pricing,Measuring Customer Preferences,Customer Psychology,"
Content Strategy for Professionals: Expanding Your Content’s Reach,Business | Marketing,
Management Skills for International Business,Business | Leadership and Management,"Management Styles,Change Management,Communication,Leadership,"
Quality Improvement in Healthcare Organizations,Health | Healthcare Management,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,"
Cómputo evolutivo,Computer Science | Algorithms,
Game Design and Development 4: 3D Platformer,Computer Science | Software Development,"Video Game Development,Unity,Game Design,technology,Game Making,"
Consonants of American English Pronunciation,Language Learning | Learning English,
Introduction to Agile Development and Scrum,Computer Science | Software Development,"Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,"
Introduction to Blockchain Technologies,Business | Business Essentials,
Advanced Machine Learning and Signal Processing,Data Science | Machine Learning,
DevOps on AWS: Release and Deploy,Computer Science | Software Development,"aws,Continuous Integration,Continuous Delivery,Devops,"
Elastic Google Cloud Infrastructure: Scaling and Automation,Information Technology | Cloud Computing,"Load Balancing,Virtual Private Network (VPN),Google Cloud Platform,Autoscaling,"
Capstone: Analyzing (Social) Network Data,Data Science | Data Analysis,
Mathematics for Machine Learning: Multivariate Calculus,Math and Logic | Math and Logic,"Linear Regression,Vector Calculus,Multivariable Calculus,Gradient Descent,"
Accounting: Principles of Financial Accounting,Business | Finance,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,"
Immunology: Adaptive Immune System,Health | Basic Science,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,"
Black-box and White-box Testing,Computer Science | Software Development,"Executing Tests,Software Testing,Writing Tests,Cucumber,Junit,"
Mathematics for Machine Learning: PCA,Data Science | Machine Learning,"Dimensionality Reduction,Python Programming,Linear Algebra,"
Machine Learning Foundations: A Case Study Approach,Data Science | Machine Learning,"Python Programming,Machine Learning Concepts,Machine Learning,Deep Learning,"
Probability & Statistics for Machine Learning & Data Science,Computer Science | Algorithms,"Statistical Analysis,Probability And Statistics,Probability,Statistical Hypothesis Testing,Machine Learning (ML) Algorithms,"
Security Best Practices in Google Cloud,Information Technology | Cloud Computing,
Neural Networks and Deep Learning,Data Science | Machine Learning,"Deep Learning,Artificial Neural Network,Backpropagation,Python Programming,Neural Network Architecture,"
Intermediate Object-Oriented Programming for Unreal Games,Computer Science | Software Development,
Getting Started with Data Warehousing and BI Analytics,Information Technology | Data Management,"Data Warehousing,Cube and Rollup,Business Intelligence (BI),Star and Snowflake Schema,cognos analytics,"
Linux Embedded System Topics and Projects,Computer Science | Software Development,"Agile Software Development,Linux,Embedded Systems,"
Chinese for HSK 3 PART I,Language Learning | Other Languages,
Architecting with Google Kubernetes Engine: Production,Computer Science | Software Development,
"Python for Data Science, AI & Development",Data Science | Data Analysis,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,"
Managing Security in Google Cloud,Information Technology | Cloud Computing,
Cloud Computing Law: Transactions,Social Sciences | Law,"Intellectual Property,Cybersecurity,Contract Negotiations,Contract Law,Cloud Computing,"
"Graph Search, Shortest Paths, and Data Structures",Computer Science | Algorithms,"Graphs,Data Structure,Algorithms,Hash Table,"
Guided Tour of Machine Learning in Finance,Data Science | Machine Learning,
Databases and SQL for Data Science with Python,Data Science | Data Analysis,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,"
Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),Health | Patient Care,"Change Management,Project Planning,Staff Engagement,"
English for Effective  Business Writing,Language Learning | Learning English,"Business Communication,English Language,Business Writing,Writing,"
Digital Marketing Analytics in Theory,Data Science | Data Analysis,"Digital Marketing,Data Collection,Analytics,Data Analysis,Data Visualization (DataViz),"
Introduction to UI Design,Computer Science | Design and Product,"Usability,User Interface Design (UI Design),Design Theory,User Interface,"
Human-Centered Design for Inclusive Innovation,Business | Business Essentials,"Creativity,Prototyping,Design Thinking,Innovation,Inclusive Innovation,"
Physics 102 - AC Circuits and Maxwell's Equations,Physical Science and Engineering | Physics and Astronomy,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,"
User Research and Design,Computer Science | Design and Product,
Tricky English Grammar,Language Learning | Learning English,
Getting started with TensorFlow 2,Data Science | Machine Learning,
Supply Chain Sourcing,Business | Business Strategy,"Sourcing Best Practices,Strategic Sourcing,Supply Chain Sourcing,Supply Chain,"
The Power of Team Culture,Business | Leadership and Management,"Team Building,Cultural Learning,Leadership,Organizational Culture,"
Introduction to the Internet of Things and Embedded Systems,Computer Science | Software Development,"Internet Of Things (IOT),Microcontroller,Embedded System Design,Wireshark,"
Foundations of Public Health Practice: Behaviour & Behaviour Change,Health | Public Health,
Investment Banking: M&A and Initial Public Offerings,Business | Finance,
Inspiring Leadership through Emotional Intelligence,Business | Leadership and Management,"Mindfulness,Leadership,Emotional Intelligence,Coaching,"
Saving Money for the Future,Personal Development | Personal Development,"saving money,setting financial goals,paying for college,planning for retirement,retirement savings,"
Advanced Learning Algorithms,Data Science | Machine Learning,"Artificial Neural Network,Xgboost,Tensorflow,Tree Ensembles,Advice for Model Development,"
"Lending, Crowdfunding, and Modern Investing",Business | Business Essentials,
Entrepreneurship II: Preparing for Launch,Business | Entrepreneurship,
Introduction to GIS Mapping,Physical Science and Engineering | Environmental Science and Sustainability,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,"
Data Visualization and Communication with Tableau,Data Science | Data Analysis,"Data Analysis,Tableau Software,Data Visualization (DataViz),Visualization (Computer Graphics),"
Combining Scrum with Other Agile Methodologies,Computer Science | Design and Product,
Chinese for HSK 1,Language Learning | Other Languages,
Introduction to Structured Query Language (SQL),Computer Science | Mobile and Web Development,"Phpmyadmin,MySQL,Relational Database,SQL,"
Machine Learning Modeling Pipelines in Production,Data Science | Machine Learning,"Explainable AI,Fairness Indicators,automl,Model Performance Analysis,Precomputing Predictions,"
Creative Writing: The Craft of Character,Arts and Humanities | Music and Art,
SQL for Data Science with R,Data Science | Data Analysis,"Data Science,Select (Sql),Relational Databases (RDBMS),R Programming,Data Analysis,"
Java Programming: Solving Problems with Software,Computer Science | Software Development,"Algorithms,Problem Solving,String (Computer Science),Java Programming,"
Evaluations of AI Applications in Healthcare,Data Science | Machine Learning,
Building Batch Data Pipelines on GCP 日本語版,Information Technology | Cloud Computing,
Infrastructure and Application Modernization with Google Cloud,Business | Business Strategy,
3D Model Creation with Autodesk Fusion 360,Physical Science and Engineering | Mechanical Engineering,
Natural Language Processing with Sequence Models,Data Science | Machine Learning,"Word Embedding,Sentiment with Neural Nets,Siamese Networks,Natural Language Generation,Named-Entity Recognition,"
IoT Devices,Computer Science | Mobile and Web Development,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,"
Digital Product Management: Modern Fundamentals,Business | Leadership and Management,"Product/Market Fit,Product Management,Design Thinking,Innovation Pipeline,Lean Startup,"
Pro Tools Basics,Arts and Humanities | Music and Art,"Music,Music production,MIDI,Pro Tools,Music recording,"
GIS Data Acquisition and Map Design,Physical Science and Engineering | Environmental Science and Sustainability,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,"
Challenges of Leading Technical Teams,Personal Development | Personal Development,"Engaging teams,Applying vision,Communication,Asking Questions,Recruiting,"
Word Forms and Simple Present Tense,Language Learning | Learning English,
Smart Contracts,Computer Science | Software Development,"Cryptocurrency,Blockchain,Solidity,Smart Contract,Remix IDE,"
Writing and Editing: Structure and Organization,Personal Development | Personal Development,"Persuasion,Creativity,Writing,Time management,Editing,"
Linux Basics: The Command Line Interface - 6,Computer Science | Software Development,"Computer Programming,Linux,Command-Line Interface,"
Consulting Presentations and Storytelling,Business | Business Strategy,"Management Consulting,Presentation,PowerPoint,Consulting,executive presence,"
Spanish Vocabulary Project,Language Learning | Other Languages,
Music Business Foundations,Arts and Humanities | Music and Art,"Music business,Revenue streams,Teambuilding,Copyright,Contracts,"
Introduction to Food and Our Environment,Health | Nutrition,"How to identify sustainably caught (or farmed) fish and seafood,How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods),How to navigate the egg section (understanding terms like free range and pasture raised),How to reduce food waste,How you can alter your consumption of protein to optimize your health and the health of the environment,"
CAPSTONE: Your Leadership Challenge,Business | Leadership and Management,
"Everyday Excel, Part 3 (Projects)",Computer Science | Algorithms,"Data Management,Spreadsheet,Microsoft Excel,Real-world projects,computing,"
Razonamiento artificial,Computer Science | Algorithms,
Portfolio Selection and Risk Management,Business | Finance,"Risk Management,Portfolio Construction,Risk Analysis,Portfolio Optimization,"
Medical Terminology II,Health | Basic Science,
Custom and Distributed Training with TensorFlow,Data Science | Machine Learning,"Distribution Strategies,Custom Training Loops,Basic Tensor Functionality,GradientTape for Optimization,"
Advanced Data Science Capstone,Data Science | Machine Learning,
Reinforcement Learning in Finance,Data Science | Machine Learning,"option pricing and risk management,simple model for market dynamics,Q-learning using financial problems,optimal trading,Portfolio Optimization,"
Business English: Networking,Language Learning | Learning English,"Email Writing,Business Communication,Communication,English Language,"
AI Workflow: AI in Production,Data Science | Machine Learning,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,"
Web3 and Blockchain Leadership for Transformation,Business | Leadership and Management,
Fundamentals of Immunology: Death by Friendly Fire,Health | Basic Science,
Coaching Conversations,Business | Leadership and Management,
Machine Learning: an overview,Information Technology | Data Management,
Trading Basics,Business | Finance,"Financial Ratio,Cost,Financial Statement,Trading,"
Seeing Through Photographs,Arts and Humanities | Music and Art,"Photography,Art,History,Museums,Art History,"
Computational Social Science Methods,Data Science | Data Analysis,
Natural Language Processing with Classification and Vector Spaces,Data Science | Machine Learning,"Machine Translation,Word Embeddings,Locality-Sensitive Hashing,Sentiment Analysis,Vector Space Models,"
Advanced Algorithms and Complexity,Computer Science | Algorithms,"Python Programming,Linear Programming (LP),Np-Completeness,Dynamic Programming,"
Introduction to Programming with MATLAB,Computer Science | Software Development,"Computer Programming,Problem Solving,Matlab,Programming Language,"
Introduction to Spreadsheets and Models,Business | Business Essentials,"Monte Carlo Method,Microsoft Excel,Linear Programming (LP),Solver,"
Launching into Machine Learning,Data Science | Machine Learning,"Tensorflow,Bigquery,Machine Learning,Data Cleansing,"
"Modern Robotics, Course 3:  Robot Dynamics",Physical Science and Engineering | Mechanical Engineering,
An Introduction to Interactive Programming in Python (Part 2),Computer Science | Software Development,"Python Syntax And Semantics,Logic Programming,Python Programming,Object-Oriented Programming (OOP),"
Algorithmic Thinking (Part 2),Computer Science | Software Development,"Algorithms,Python Programming,Algorithmic Efficiency,Dynamic Programming,"
Reproducible Research,Data Science | Data Analysis,"Knitr,Data Analysis,R Programming,Markup Language,"
Key Concepts in Organizational DE&I,Business | Leadership and Management,
Introduction to Microsoft Azure Cloud Services,Information Technology | Cloud Computing,"Microsoft Azure,Cloud Computing,"
Cost and Economics in Pricing Strategy,Business | Marketing,"Cost-Based Pricing,Channel and Direct-to-Consumer Pricing,Pricing Strategies,Price Discrimination,Price Elasticity Of Demand,"
Mathematics for Engineers: The Capstone Course,Math and Logic | Math and Logic,
市场营销概论 (中文版）,Business | Business Strategy,
Procurement & Sourcing Introduction,Business | Leadership and Management,
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Data Science | Machine Learning,"Tensorflow,Deep Learning,Mathematical Optimization,hyperparameter tuning,"
Web and Mobile Testing with Selenium,Computer Science | Software Development,
Introduction to HTML5,Computer Science | Mobile and Web Development,"Web Design,Web Accessibility,HTML,Html5,"
Fundamental Neuroscience for Neuroimaging,Health | Basic Science,
C Programming: Modular Programming and Memory Management - 3,Computer Science | Software Development,"Computer Programming,C Programming,"
C for Everyone: Structured Programming,Computer Science | Software Development,
Supervised Machine Learning: Regression,Data Science | Machine Learning,"Regression Analysis,Supervised Learning,Linear Regression,Ridge Regression,Machine Learning (ML) Algorithms,"
Digital Signal Processing 2: Filtering,Physical Science and Engineering | Electrical Engineering,
Planning a Patient Safety or Quality Improvement Project (Patient Safety III),Health | Healthcare Management,"Project Management,Design Thinking,Quality Improvement,"
Investment Strategies and Portfolio Analysis,Business | Finance,
Key Success Factors in Supply Chain Finance,Business | Finance,"Marketing Supply Chain Finance Services,Designing a Supply Chain Finance Program,"
Learn Mandarin Chinese: Capstone Project,Language Learning | Other Languages,
"Spanish Vocabulary: Sports, Travel, and the Home",Language Learning | Other Languages,
The Art of Negotiation,Business | Business Essentials,"Win-Win Game,Negotiation,Planning,Principled Negotiation,"
Advanced Deep Learning Methods for Healthcare,Data Science | Machine Learning,"Graphs,Unsupervised Learning,Autoencoder,Deep Learning,"
Ethical Leadership Through Giving Voice to Values,Business | Leadership and Management,"Leadership,Business Ethics,Ethical Leadership,"
Game Design and Development 2: 2D Platformer,Computer Science | Software Development,"Video Game Development,Unity,Game Design,technology,Game Making,"
Battery State-of-Health (SOH) Estimation,Physical Science and Engineering | Electrical Engineering,
沃顿商务基础毕业项目 (中文版),Business | Business Essentials,
Entrepreneurship I: Laying the Foundation,Business | Entrepreneurship,
Memoir and Personal Essay: Managing Your Relationship with the Reader,Arts and Humanities | Music and Art,
Gestión de marca y producto,Business | Marketing,"Product Management,Marketing,Brand Management,Touchpoint,"
Careers in Sustainability,Physical Science and Engineering | Environmental Science and Sustainability,"Spreadsheet,Data Analysis,Sustainability,Presentation,"
Exploratory Data Analysis,Data Science | Data Analysis,"Cluster Analysis,Ggplot2,R Programming,Exploratory Data Analysis,"
Principles of fMRI 1,Data Science | Data Analysis,"Statistics,Statistical Analysis,Statistical Model,Preprocessor,"
Enterprise Database Migration,Information Technology | Cloud Computing,
Survey Data Collection and Analytics Project (Capstone),Health | Psychology,
Writing and Editing: Word Choice and Word Order,Personal Development | Personal Development,"Persuasion,Creativity,Writing,Time management,Editing,"
Professional Selling: Step 3 - Become a High-Performer,Business | Marketing,"List methods for gaining committment from a prospect,Prepare a detailed sales call plan,Prepare for and address prospect concerns,Present and quantify solutions to a prospect,Explain the process and benefits of following up with a proscpect after a sales call,"
"AI Workflow: Machine Learning, Visual Recognition and NLP",Data Science | Machine Learning,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,"
Finding Hidden Messages in DNA (Bioinformatics I),Health | Health Informatics,"Bioinformatics,Bioinformatics Algorithms,Algorithms,Python Programming,"
Speaking and Presenting: Poise,Personal Development | Personal Development,"Communication,Poise,Advocacy,Rhythm,"
Value-Based Care: Reimbursement Models,Health | Public Health,"Health Education,value-based care,Patient Care,Public Health,Health Care,"
"Questions, Present Progressive and Future Tenses",Language Learning | Learning English,
More C++ Programming and Unreal,Computer Science | Software Development,
UX (User Experience) Capstone,Computer Science | Design and Product,"User Research,Adobe Photoshop,User Experience (UX),User Experience Design (UXD),"
"Medical Emergencies: Airway, Breathing, and Circulation",Health | Patient Care,
"GIS, Mapping, and Spatial Analysis Capstone",Physical Science and Engineering | Environmental Science and Sustainability,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,"
Accounting for Business Decision Making: Strategy Assessment and Control,Business | Business Essentials,
Building a Toolkit for Your Sales Process,Business | Business Essentials,
Introduction to Integrative Therapies and Healing Practices,Health | Patient Care,"wellbeing,Evidence-Based Practices,patient-centered care,complementary therapies,integrative nursing,"
Introduction to Cybersecurity Essentials,Information Technology | Security,"Information Security (INFOSEC),Cyberattacks,Application Security,Cryptography,security,"
Privacy Law and HIPAA,Business | Business Essentials,"Permanent Placement,Unfair Labor Practices,Legal Liability,Budget Estimation,"
Introducción a la Contabilidad Financiera,Business | Finance,"Financial Accounting,Accounting,Evaluation,Business Analytics,"
Sequence Models,Data Science | Machine Learning,"Natural Language Processing,Long Short Term Memory (LSTM),Gated Recurrent Unit (GRU),Recurrent Neural Network,Attention Models,"
Health and Safety of a Home-Based Childcare Center,Social Sciences | Education,"Hiring,safety,Mental Health,Emergency Management,Nutrition,"
Introduction to Ableton Live,Arts and Humanities | Music and Art,"Audio Recording,Music Making,File Management,Ableton,MIDI programming,"
The Arduino Platform and C Programming,Computer Science | Software Development,"Arduino,C Programming,Debugging,"
Positive Psychology: Resilience Skills,Health | Psychology,"Gratitude,Plan,Positive Psychology,Communication,Mindfulness,"
Introduction to Public Speaking,Business | Business Essentials,"Confidence,Presentation,Speech,Public Speaking,"
Hands-on Introduction to Linux Commands and Shell Scripting,Computer Science | Software Development,"Shell Script,Bash (Unix Shell),Linux,"
Procurement Negotiation,Business | Leadership and Management,
Network Security & Database Vulnerabilities ,Information Technology | Security,"database vulnerabilities,Network Security,Sql Injection,Cybersecurity,networking basics,"
Financial Accounting: Foundations,Business | Finance,"Financial Accounting,Accounting,Accrual,Financial Statement,"
Social Media and Social Content Strategy,Business | Marketing,"Choose social media platforms and tools,Set up a social media experience for a business,Share and promote social content,Build and sustain a social media community,Plan a social media advertising strategy,"
What is Data Science? ,Data Science | Data Analysis,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,"
Business Strategy in Practice (Project-centered Course),Business | Business Strategy,"Strategic Analysis,Strategic Management,Business Strategy,Competitiveness,"
Qualitative Research Design,Health | Health Informatics,
Machine Learning With Big Data,Data Science | Machine Learning,"Machine Learning Concepts,Knime,Machine Learning,Apache Spark,"
U.S. Federal Taxation Capstone,Business | Business Essentials,
Data Structures and Performance,Computer Science | Algorithms,"Trees (Data Structures),Data Structure,Linked List,Binary Tree,"
Essentials of Management and Strategic Planning,Business | Leadership and Management,"Training And Development,Strategic Planning,Setting Objectives,Leadership Style,"
Natural Language Processing in Microsoft Azure,Data Science | Machine Learning,"Artificial Intelligence (AI),Microsoft Azure,Natural Language Processing,"
Interacting with the System and Managing Memory,Computer Science | Software Development,
Bioinformatic Methods I,Health | Health Informatics,"Genetic Analysis,Bioinformatics Analysis,Evolution,Comparative Genomics,"
Introduction to Artificial Intelligence (AI),Data Science | Machine Learning,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,"
The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,Business | Business Strategy,"Pricing,Revenue Management,Forecasting,Segmentation Analysis,"
The Newborn Assessment,Health | Public Health,
Medical Technology and Evaluation,Business | Finance,
Present with Purpose: Create/Deliver Effective Presentations,Personal Development | Personal Development,"Creative Skills,Presentation Skills,Soft skills,Communication,Powerpoint Skills,"
Foundations of Public Health Practice: Health Protection,Health | Public Health,
Service-Oriented Architecture,Computer Science | Software Development,"Web Service,Microservices,Representational State Transfer (REST),Service-Oriented Architecture,"
Sample-based Learning Methods,Data Science | Machine Learning,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,"
"Diversity, Equity, and Inclusion Applications for Executives",Business | Leadership and Management,"Business Psychology,Organization Development,Business Strategy,Leadership And Management,Leadership Development,"
Guided Imagery,Health | Research,"wellbeing,symptom management,healthcare,Stress Management,Pain Management,"
What is Compliance?,Business | Business Essentials,"Risk Management,Brand Management,Strategic Planning,Compliance,"
International Hospitality & Healthcare Services Marketing,Business | Marketing,"Variable Pricing,Marketing,Hospital Management,Hotel Management,"
Inferential Statistical Analysis with Python,Data Science | Data Analysis,"Confidence Interval,Python Programming,Statistical Inference,Statistical Hypothesis Testing,"
Business English: Finance and Economics,Language Learning | Learning English,"Win-Win Game,Business Communication,Finance,Leadership,Negotiation,"
Leadership Communication for Maximum Impact: Storytelling,Business | Leadership and Management,"Communication,Leadership,Innovation,Crisis Management,"
Data-driven Decision Making,Data Science | Data Analysis,"Data-Informed Decision-Making,Big Data,Data Analysis,Data Visualization (DataViz),"
Digital Fashion Mindset,Business | Business Strategy,"Digital Transformation in Fashion,Digitalization in Fashion,Digital Collaboration,Sustainable Fashion Production,On-Demand Fashion Design,"
Value-Based Care: Population Health,Health | Healthcare Management,"Health Education,value-based healthcare,Public Health,Health Care,Population Health,"
Pain Management: Easing Pain in Palliative Care,Health | Patient Care,
Databases and SQL for Data Science with Python,Data Science | Data Analysis,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,"
Methods and Statistics in Social Science - Final Research Project,Health | Psychology,
Strategic Leadership and Management Capstone,Business | Leadership and Management,"Strategic Management,Leadership,Management,Business Strategy,"
UX Design Fundamentals,Arts and Humanities | Music and Art,"Adobe XD,Adobe Illustrator,InVision,Marvel,Adobe Indesign,"
Public Health in Humanitarian Crises 1,Social Sciences | Governance and Society,"Nutrition,International Law,Humanitarian,Public Health,"
"Spring MVC, Spring Boot  and Rest Controllers",Computer Science | Software Development,"Spring Framework,Restful services,Java Programming,Spring Boot,"
Modern Art & Ideas,Arts and Humanities | Music and Art,"Creativity,Art,History,Art History,Art Direction,"
Machine Learning for Accounting with Python,Data Science | Machine Learning,"Text Analysis,Basic Time Series Analysis,Machine Learning Model Evaluation and Optimization,Python Programming,Machine Learning Modeling,"
