StudentID,Major,Skills,Languages,Location,ExtracurricularActivities,GPA
504,History,"Data Analysis, Artistic, Leadership, Programming, Public Speaking","English, German, Chinese, Japanese, Spanish, French",Los Angeles,Debate Club,3.28
505,Psychology,"Programming, Artistic, Data Analysis","French, Japanese, English, Spanish, German, Chinese",Houston,Debate Club,3.15
506,Psychology,"Data Analysis, Problem Solving, Programming, Public Speaking, Leadership","Japanese, English, German, Chinese, French, Spanish",New York,Volunteer Group,3.84
507,Psychology,"Leadership, Public Speaking, Artistic, Programming, Data Analysis","Japanese, Chinese, Spanish",San Francisco,Music Club,2.59
508,History,"Problem Solving, Public Speaking, Programming, Artistic","Spanish, English, Japanese, German, French",Houston,Music Club,2.06
509,Physics,"Data Analysis, Public Speaking","English, Chinese",New York,Debate Club,3.97
510,History,"Public Speaking, Programming, Problem Solving, Leadership, Data Analysis, Artistic","Spanish, Chinese, English, French",Boston,Coding Club,3.22
511,Physics,Programming,"English, Spanish, Chinese, German, Japanese",San Francisco,Sports Team,3.66
512,Physics,"Leadership, Public Speaking, Data Analysis, Problem Solving, Programming","German, Japanese, Chinese, Spanish, English, French",Chicago,Debate Club,2.8
513,Biology,"Data Analysis, Artistic, Problem Solving","German, English",Los Angeles,Sports Team,2.55
514,Computer Science,"Data Analysis, Artistic, Public Speaking, Problem Solving","Japanese, German, Spanish, English",Boston,Coding Club,2.71
515,Biology,"Data Analysis, Public Speaking","Japanese, Spanish, Chinese, English, French",Boston,Art Club,3.62
516,Mathematics,Problem Solving,"French, Spanish",Houston,Art Club,2.73
517,Biology,"Problem Solving, Artistic",German,Los Angeles,Music Club,2.87
518,Psychology,"Programming, Artistic, Problem Solving","Japanese, Chinese, French, English",San Francisco,Volunteer Group,2.77
519,Physics,"Data Analysis, Artistic, Leadership","Chinese, Japanese, French, German",Boston,Art Club,3.07
520,Psychology,"Artistic, Programming, Problem Solving","Japanese, English, Chinese, French, German, Spanish",Boston,Art Club,3.63
521,History,"Artistic, Leadership, Data Analysis","German, Japanese, Chinese, Spanish, English, French",Houston,Art Club,3.43
522,History,Artistic,"English, French, Chinese",San Francisco,Music Club,3.57
523,Psychology,"Data Analysis, Artistic, Programming, Problem Solving, Leadership","English, Chinese, German, Spanish, Japanese, French",Los Angeles,Debate Club,3.35
524,Physics,Data Analysis,Chinese,New York,Coding Club,2.55
525,Computer Science,"Programming, Problem Solving, Public Speaking","Japanese, Spanish, Chinese, German, English, French",New York,Music Club,3.89
526,Physics,"Public Speaking, Problem Solving","Spanish, German",Los Angeles,Volunteer Group,3.72
527,Physics,Programming,"Chinese, Spanish, English, Japanese, German",Boston,Volunteer Group,3.62
528,Physics,"Public Speaking, Leadership, Programming, Artistic","French, English, Chinese, Spanish, German, Japanese",Los Angeles,Sports Team,3.58
529,Mathematics,"Problem Solving, Leadership, Data Analysis, Artistic","German, Japanese",New York,Volunteer Group,3.61
530,Physics,Problem Solving,"German, Chinese, English, Spanish",Chicago,Music Club,3.6
531,Psychology,"Public Speaking, Programming, Problem Solving","Chinese, German, English, Japanese",Boston,Debate Club,3.13
532,History,"Programming, Problem Solving, Data Analysis, Leadership, Public Speaking","German, Japanese, Spanish, French",Houston,Coding Club,3.85
533,Computer Science,"Leadership, Artistic, Programming, Public Speaking, Problem Solving, Data Analysis","Japanese, German, Chinese",San Francisco,Debate Club,3.4
534,Computer Science,"Programming, Artistic, Problem Solving","Chinese, French, Spanish, Japanese, German",Chicago,Debate Club,4.0
535,History,Programming,"Japanese, Spanish, French, English, Chinese",New York,Volunteer Group,3.37
536,Biology,"Artistic, Programming, Public Speaking, Data Analysis, Problem Solving, Leadership","German, English",San Francisco,Sports Team,3.81
537,Psychology,"Programming, Artistic, Data Analysis, Problem Solving, Public Speaking","Japanese, Chinese, German, French",San Francisco,Debate Club,2.59
538,Physics,"Public Speaking, Leadership, Problem Solving","German, Spanish, Chinese, French, Japanese, English",Houston,Volunteer Group,2.94
539,Psychology,"Public Speaking, Leadership, Problem Solving","German, Japanese, Spanish, English",Los Angeles,Art Club,3.58
540,History,Problem Solving,"Chinese, Spanish, Japanese, English",San Francisco,Sports Team,3.78
541,History,Problem Solving,"Chinese, Japanese, French",Boston,Music Club,2.55
542,Mathematics,"Programming, Data Analysis, Leadership, Artistic, Public Speaking",English,Houston,Sports Team,2.24
543,Biology,"Data Analysis, Leadership, Public Speaking, Artistic",German,Boston,Debate Club,3.39
544,Physics,"Leadership, Public Speaking, Data Analysis, Artistic","English, German, Chinese",Los Angeles,Sports Team,3.84
545,Biology,"Problem Solving, Programming, Data Analysis, Leadership, Public Speaking, Artistic","Japanese, French, English",Houston,Coding Club,2.36
546,Physics,"Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership, Programming","French, German",Chicago,Sports Team,2.37
547,Physics,"Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic, Programming","German, Spanish",Houston,Sports Team,3.31
548,Psychology,"Data Analysis, Artistic, Problem Solving","German, English, Spanish, Japanese",Los Angeles,Volunteer Group,3.23
549,Psychology,"Problem Solving, Public Speaking, Artistic","French, English, German, Chinese, Japanese",Los Angeles,Art Club,3.56
550,Computer Science,Public Speaking,French,New York,Music Club,3.78
551,History,Public Speaking,"French, English, Chinese",Houston,Debate Club,3.07
552,Mathematics,"Problem Solving, Leadership, Data Analysis, Artistic","Chinese, French, Japanese, Spanish",San Francisco,Debate Club,2.91
553,Mathematics,"Data Analysis, Public Speaking, Programming, Problem Solving",German,Houston,Sports Team,3.72
554,Physics,"Problem Solving, Artistic, Programming","German, French",San Francisco,Debate Club,3.16
555,Computer Science,"Problem Solving, Artistic, Programming","German, Spanish",Chicago,Music Club,2.12
556,Mathematics,"Leadership, Programming, Problem Solving",English,Houston,Debate Club,2.54
557,Biology,"Problem Solving, Artistic, Programming, Public Speaking, Leadership","German, Japanese",Los Angeles,Art Club,3.5
558,Psychology,"Artistic, Leadership, Problem Solving, Programming, Data Analysis, Public Speaking","Chinese, Japanese, Spanish, French, German, English",Los Angeles,Sports Team,3.53
559,Psychology,"Public Speaking, Data Analysis, Programming, Leadership","Japanese, English, French, German, Spanish",New York,Sports Team,3.9
560,History,"Public Speaking, Artistic","Japanese, German",Los Angeles,Coding Club,2.62
561,Biology,"Artistic, Leadership, Public Speaking, Programming, Data Analysis","Spanish, Chinese",Chicago,Music Club,2.98
562,Biology,"Artistic, Programming, Problem Solving, Leadership, Public Speaking, Data Analysis","Japanese, French, German, English, Chinese, Spanish",Chicago,Volunteer Group,3.16
563,Computer Science,Data Analysis,"Japanese, Spanish, German",San Francisco,Volunteer Group,3.02
564,History,"Data Analysis, Public Speaking","German, Chinese, Japanese, Spanish",New York,Music Club,2.63
565,Physics,"Data Analysis, Leadership, Public Speaking, Artistic","Japanese, German",New York,Volunteer Group,2.8
566,Mathematics,"Public Speaking, Problem Solving, Programming, Artistic, Data Analysis","German, English, French, Chinese, Spanish",Houston,Music Club,3.8
567,Psychology,"Public Speaking, Programming","French, Chinese, English",New York,Music Club,2.56
568,Biology,"Programming, Problem Solving, Data Analysis, Leadership, Artistic, Public Speaking","English, Japanese, German, Spanish",San Francisco,Sports Team,3.55
569,Biology,Data Analysis,French,Los Angeles,Art Club,2.95
570,Mathematics,"Leadership, Data Analysis, Artistic","Chinese, Japanese, French, German, English",Chicago,Coding Club,2.24
571,History,"Public Speaking, Programming, Artistic","German, Spanish, Chinese, English, French, Japanese",Boston,Music Club,3.96
572,Mathematics,"Artistic, Data Analysis","German, Chinese, Japanese, French",San Francisco,Debate Club,2.82
573,Mathematics,"Programming, Artistic, Leadership, Public Speaking, Problem Solving, Data Analysis","Chinese, Spanish, Japanese",Boston,Debate Club,3.5
574,Mathematics,Leadership,"Spanish, Chinese, French",New York,Debate Club,3.97
575,Psychology,"Problem Solving, Artistic, Programming, Public Speaking, Data Analysis","Spanish, Japanese",New York,Coding Club,2.89
576,Physics,"Artistic, Problem Solving, Leadership, Public Speaking","French, Spanish, German, English, Chinese",Boston,Volunteer Group,2.9
577,Physics,Public Speaking,"German, Chinese, Japanese, French, Spanish",Boston,Art Club,3.06
578,Biology,"Programming, Public Speaking, Artistic, Problem Solving","Spanish, English, Japanese",Boston,Volunteer Group,3.41
579,History,"Public Speaking, Programming, Leadership","English, Spanish",New York,Coding Club,3.35
580,History,"Leadership, Problem Solving","Chinese, English, German",Los Angeles,Volunteer Group,2.46
581,Biology,"Programming, Data Analysis, Artistic, Public Speaking, Problem Solving, Leadership","French, English",Houston,Art Club,2.43
582,History,Artistic,"Spanish, French",Boston,Coding Club,3.89
583,Biology,Artistic,"English, Spanish, Japanese",Houston,Sports Team,2.79
584,Physics,"Programming, Public Speaking, Data Analysis","French, English",San Francisco,Volunteer Group,2.09
585,Biology,"Public Speaking, Artistic, Problem Solving, Programming","Japanese, Chinese",Los Angeles,Coding Club,2.79
586,History,"Programming, Artistic, Leadership, Public Speaking, Data Analysis","German, Japanese, Spanish",Los Angeles,Volunteer Group,3.65
587,Psychology,"Programming, Problem Solving","Japanese, English",Chicago,Art Club,2.5
588,History,"Leadership, Artistic, Data Analysis",English,Houston,Music Club,2.67
589,Mathematics,"Data Analysis, Leadership, Artistic, Programming, Problem Solving, Public Speaking","French, English, Chinese, Japanese",Houston,Volunteer Group,2.87
590,Biology,"Problem Solving, Programming, Leadership, Artistic, Data Analysis, Public Speaking","French, Japanese",Boston,Music Club,2.48
591,Mathematics,Problem Solving,"Chinese, German, English, Japanese, French, Spanish",New York,Volunteer Group,3.45
592,Psychology,"Problem Solving, Artistic, Public Speaking, Leadership","Spanish, Chinese, English, Japanese",Chicago,Debate Club,3.33
593,Physics,"Public Speaking, Leadership, Problem Solving","German, English, French",New York,Coding Club,3.65
594,Computer Science,"Artistic, Public Speaking, Problem Solving, Data Analysis","French, Spanish, English, Chinese, Japanese",New York,Music Club,2.91
595,Mathematics,"Public Speaking, Artistic, Problem Solving, Data Analysis, Programming","Japanese, German, French, Spanish, Chinese, English",Houston,Volunteer Group,3.43
596,Computer Science,"Artistic, Problem Solving, Programming, Leadership","German, Chinese, Spanish",Boston,Debate Club,3.92
597,Computer Science,"Artistic, Leadership, Programming, Public Speaking, Data Analysis, Problem Solving","French, Spanish, German, Japanese, Chinese, English",Boston,Art Club,3.36
598,History,"Leadership, Public Speaking, Programming, Artistic",Spanish,Houston,Music Club,2.57
599,Psychology,"Problem Solving, Leadership, Programming, Artistic","German, Japanese, Chinese, English, Spanish",Houston,Music Club,2.49
600,Physics,"Data Analysis, Programming, Problem Solving","Spanish, French",New York,Music Club,2.8
601,Psychology,"Leadership, Public Speaking, Problem Solving, Artistic, Data Analysis","Chinese, English, French, German",Los Angeles,Volunteer Group,2.85
602,Mathematics,"Data Analysis, Programming, Public Speaking","English, Chinese, Spanish, French",Los Angeles,Sports Team,3.96
603,Computer Science,"Artistic, Programming, Public Speaking, Data Analysis, Problem Solving, Leadership",German,Los Angeles,Art Club,2.13
604,Physics,"Public Speaking, Artistic",English,Chicago,Volunteer Group,2.51
605,Computer Science,"Programming, Artistic, Leadership","English, Chinese, Spanish, Japanese, German",Boston,Debate Club,3.27
606,Computer Science,"Problem Solving, Artistic","Japanese, German, Chinese, Spanish",Houston,Volunteer Group,2.69
607,Computer Science,"Public Speaking, Programming, Problem Solving, Leadership, Data Analysis, Artistic","German, Japanese, French",Houston,Coding Club,2.8
608,Computer Science,"Problem Solving, Data Analysis","French, Chinese, Spanish",Houston,Music Club,3.04
609,Physics,"Public Speaking, Artistic, Data Analysis, Problem Solving, Leadership","English, Spanish, Chinese, German",San Francisco,Music Club,3.46
610,Computer Science,"Public Speaking, Programming, Data Analysis, Leadership, Problem Solving","Spanish, German, French",Los Angeles,Coding Club,2.95
611,Physics,Artistic,"German, Japanese, English, Spanish, French",Chicago,Coding Club,3.73
612,Psychology,"Public Speaking, Problem Solving, Data Analysis, Artistic, Leadership, Programming","German, Chinese, Spanish, English, Japanese",Los Angeles,Sports Team,2.89
613,Biology,"Leadership, Problem Solving, Programming, Data Analysis, Artistic, Public Speaking","Chinese, Japanese, English",San Francisco,Art Club,2.41
614,Mathematics,"Leadership, Public Speaking","French, Spanish, Chinese, English, Japanese, German",San Francisco,Coding Club,3.14
615,Psychology,"Public Speaking, Artistic","Japanese, English, Spanish",New York,Volunteer Group,2.04
616,History,Programming,"English, Spanish",Los Angeles,Debate Club,3.39
617,Physics,"Artistic, Public Speaking, Data Analysis, Programming","Spanish, English, German, Japanese",Los Angeles,Art Club,2.2
618,Biology,Data Analysis,"Spanish, Chinese, French, Japanese, English, German",Chicago,Sports Team,3.32
619,Computer Science,Programming,"Japanese, French, Chinese, English, German, Spanish",Los Angeles,Coding Club,3.69
620,History,"Programming, Public Speaking","French, Japanese, Spanish, Chinese",San Francisco,Coding Club,3.06
621,Computer Science,"Data Analysis, Artistic","French, Japanese, Chinese, English, Spanish, German",New York,Volunteer Group,2.49
622,Mathematics,"Programming, Data Analysis, Public Speaking, Leadership, Artistic, Problem Solving","German, French, Chinese, Spanish",Los Angeles,Coding Club,3.43
623,Mathematics,"Public Speaking, Problem Solving, Artistic, Programming","Chinese, Japanese, French",San Francisco,Volunteer Group,3.81
624,Mathematics,"Problem Solving, Public Speaking, Artistic, Data Analysis, Programming","Chinese, German",New York,Volunteer Group,3.33
625,Biology,"Data Analysis, Programming",German,San Francisco,Coding Club,3.52
626,History,Artistic,"Spanish, Chinese, Japanese, English, French",Boston,Sports Team,2.76
627,Computer Science,Leadership,"English, French, Japanese, Spanish",Los Angeles,Art Club,3.75
628,Psychology,"Artistic, Problem Solving, Programming","Japanese, English, Spanish",Los Angeles,Art Club,2.71
629,Physics,Leadership,"Chinese, Japanese",Los Angeles,Volunteer Group,2.13
630,Physics,"Leadership, Data Analysis, Artistic","Spanish, German, English",San Francisco,Volunteer Group,2.95
631,Mathematics,"Programming, Leadership, Artistic, Data Analysis, Public Speaking, Problem Solving","Japanese, Spanish, English",New York,Coding Club,2.24
632,Biology,"Public Speaking, Artistic, Programming","Chinese, English, Spanish, French, German, Japanese",Houston,Music Club,3.93
633,Psychology,"Public Speaking, Data Analysis, Artistic, Problem Solving, Programming, Leadership",German,Los Angeles,Coding Club,3.52
634,History,"Data Analysis, Leadership","English, Japanese, German, Spanish, Chinese, French",Los Angeles,Music Club,3.69
635,Computer Science,"Problem Solving, Programming, Leadership, Public Speaking","Spanish, English, French, Japanese, German",San Francisco,Coding Club,3.15
636,Psychology,"Programming, Public Speaking, Leadership",Spanish,Houston,Debate Club,2.71
637,History,"Public Speaking, Problem Solving, Artistic",English,Boston,Volunteer Group,2.19
638,Psychology,Leadership,"English, French, Chinese, German, Japanese",New York,Sports Team,3.46
639,Physics,"Programming, Problem Solving, Data Analysis","Spanish, Chinese, German, French",Houston,Volunteer Group,2.71
640,Mathematics,Artistic,"Chinese, German",Boston,Art Club,3.42
641,Mathematics,"Artistic, Data Analysis, Programming",Spanish,New York,Sports Team,3.61
642,Psychology,"Problem Solving, Data Analysis, Leadership",Japanese,Boston,Art Club,2.78
643,Mathematics,"Public Speaking, Data Analysis, Programming, Leadership","French, German",Chicago,Music Club,3.64
644,Psychology,"Programming, Public Speaking, Problem Solving, Data Analysis",English,Los Angeles,Debate Club,3.83
645,Biology,"Data Analysis, Artistic, Leadership, Problem Solving, Public Speaking, Programming","Chinese, English, Spanish, Japanese, German, French",Boston,Art Club,3.55
646,Physics,"Problem Solving, Artistic, Leadership, Programming, Data Analysis, Public Speaking",English,Los Angeles,Art Club,2.08
647,Mathematics,"Data Analysis, Leadership, Programming, Public Speaking, Problem Solving","Chinese, French, German",San Francisco,Art Club,3.81
648,Physics,"Problem Solving, Programming, Data Analysis, Public Speaking, Leadership, Artistic","Japanese, Spanish",Houston,Music Club,2.21
649,Physics,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking","Japanese, Spanish, Chinese, German",Houston,Music Club,2.01
650,History,Leadership,"Japanese, English",Los Angeles,Music Club,3.74
651,History,"Leadership, Programming, Problem Solving, Public Speaking, Artistic","Spanish, Chinese, German, French",Chicago,Music Club,3.31
652,Physics,"Data Analysis, Public Speaking, Artistic, Programming","German, Spanish, English",San Francisco,Coding Club,2.61
653,History,"Artistic, Public Speaking, Data Analysis, Problem Solving, Programming, Leadership","Japanese, French",Boston,Debate Club,2.47
654,Biology,"Artistic, Data Analysis","French, English",San Francisco,Sports Team,2.14
655,History,"Data Analysis, Artistic, Public Speaking, Problem Solving, Leadership, Programming","Chinese, French",New York,Music Club,2.51
656,Computer Science,"Artistic, Problem Solving, Public Speaking, Data Analysis, Programming","English, German, French, Japanese, Spanish",Houston,Debate Club,2.4
657,Psychology,"Programming, Public Speaking","English, German, French, Japanese",San Francisco,Volunteer Group,3.96
658,Psychology,"Data Analysis, Problem Solving","English, Chinese, Spanish",Houston,Music Club,2.08
659,Psychology,"Leadership, Artistic, Problem Solving","French, Spanish",Boston,Art Club,2.8
660,Biology,"Leadership, Programming, Public Speaking, Data Analysis, Artistic, Problem Solving","French, Japanese",New York,Art Club,3.38
661,Physics,"Problem Solving, Leadership, Data Analysis, Public Speaking, Artistic, Programming","Spanish, French, Japanese",San Francisco,Debate Club,2.19
662,Computer Science,"Data Analysis, Artistic, Leadership, Programming, Problem Solving","French, Chinese",Houston,Debate Club,2.38
663,Mathematics,"Programming, Public Speaking","German, Chinese, English, French",New York,Volunteer Group,3.63
664,Physics,"Leadership, Public Speaking, Programming","Spanish, French, Japanese, Chinese",Los Angeles,Art Club,2.02
665,Psychology,Artistic,"Chinese, Japanese",Houston,Sports Team,3.91
666,Physics,"Data Analysis, Problem Solving, Public Speaking, Leadership, Programming","Chinese, English",Boston,Coding Club,3.87
667,Mathematics,"Data Analysis, Leadership, Artistic, Public Speaking, Programming","German, French",San Francisco,Debate Club,2.08
668,History,"Programming, Problem Solving, Data Analysis, Artistic, Leadership, Public Speaking","Spanish, German, English, Japanese, Chinese",Los Angeles,Coding Club,2.09
669,Biology,"Data Analysis, Problem Solving, Programming, Leadership",English,Houston,Sports Team,3.54
670,Psychology,Data Analysis,"German, Japanese",New York,Art Club,3.54
671,Psychology,"Public Speaking, Leadership, Data Analysis, Programming, Problem Solving","German, Japanese, English",Chicago,Art Club,3.18
672,Physics,"Data Analysis, Public Speaking, Problem Solving","German, Japanese, English, Chinese, Spanish",Chicago,Volunteer Group,3.38
673,Computer Science,"Leadership, Public Speaking, Programming, Problem Solving",French,Chicago,Volunteer Group,2.41
674,Computer Science,"Leadership, Artistic, Programming","German, Chinese, French, Japanese, English",New York,Debate Club,3.24
675,Biology,"Problem Solving, Data Analysis, Public Speaking, Leadership, Programming, Artistic",Spanish,San Francisco,Volunteer Group,2.56
676,Mathematics,"Leadership, Public Speaking, Problem Solving","Japanese, Spanish",Houston,Volunteer Group,2.93
677,Mathematics,Data Analysis,"Spanish, German, English, French",San Francisco,Music Club,2.17
678,Biology,Problem Solving,"Spanish, English, French, Chinese",Los Angeles,Volunteer Group,2.19
679,Psychology,"Problem Solving, Data Analysis, Public Speaking, Leadership","Japanese, German, English",Houston,Volunteer Group,2.75
680,Physics,"Programming, Leadership, Data Analysis, Artistic, Public Speaking, Problem Solving","Spanish, German, Chinese, French, Japanese",Chicago,Volunteer Group,3.14
681,Biology,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking, Programming","Chinese, Spanish",Chicago,Debate Club,3.05
682,Mathematics,"Programming, Public Speaking, Data Analysis","Spanish, French, German, English, Chinese",Houston,Music Club,3.86
683,Biology,"Problem Solving, Data Analysis, Public Speaking, Programming","German, French, Japanese, Chinese, English",Los Angeles,Art Club,2.68
684,Computer Science,"Leadership, Problem Solving, Data Analysis","English, German, French",Houston,Music Club,3.47
685,History,"Artistic, Data Analysis",French,Houston,Art Club,3.13
686,Mathematics,"Leadership, Artistic","Japanese, French, German, Chinese, Spanish, English",Los Angeles,Sports Team,2.14
687,Biology,Data Analysis,"German, Chinese, Spanish, Japanese",Boston,Debate Club,3.94
688,Mathematics,"Artistic, Public Speaking, Data Analysis, Leadership",French,Houston,Art Club,2.29
689,History,"Artistic, Data Analysis, Problem Solving, Public Speaking, Programming, Leadership","English, Japanese, German, Chinese",Chicago,Music Club,3.06
690,Biology,"Programming, Leadership, Problem Solving",German,Houston,Coding Club,2.88
691,Psychology,"Data Analysis, Leadership, Artistic, Problem Solving, Programming","English, Japanese",Houston,Coding Club,3.31
692,Mathematics,"Data Analysis, Artistic, Public Speaking, Programming, Leadership","Japanese, French, Spanish, German",Boston,Sports Team,3.02
693,Computer Science,Leadership,"Spanish, German, English, French, Japanese, Chinese",Boston,Coding Club,2.42
694,Biology,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",English,Chicago,Debate Club,2.43
695,Biology,"Problem Solving, Leadership, Programming, Artistic, Data Analysis, Public Speaking","French, Japanese",New York,Coding Club,2.45
696,Computer Science,Programming,"Chinese, German, French, Spanish",San Francisco,Debate Club,2.14
697,Mathematics,"Artistic, Data Analysis, Programming, Problem Solving, Public Speaking","Chinese, English",Houston,Volunteer Group,3.85
698,Computer Science,"Leadership, Programming, Public Speaking","Chinese, German",Chicago,Art Club,3.7
699,Biology,"Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership","Spanish, Chinese, German",Los Angeles,Coding Club,2.97
700,Psychology,"Problem Solving, Programming, Leadership, Data Analysis, Artistic","Japanese, French, German",New York,Music Club,3.77
701,History,"Programming, Artistic, Leadership, Problem Solving","Japanese, French, Chinese, Spanish, German",New York,Volunteer Group,2.95
702,Physics,"Public Speaking, Artistic, Programming, Leadership",English,San Francisco,Sports Team,3.09
703,Mathematics,"Artistic, Leadership, Public Speaking, Programming, Problem Solving","German, English",New York,Debate Club,3.58
704,Computer Science,"Leadership, Data Analysis",Chinese,New York,Debate Club,2.02
705,Computer Science,Leadership,French,Boston,Sports Team,3.11
706,Computer Science,"Leadership, Programming, Problem Solving, Artistic","Japanese, Chinese, English, Spanish, German",New York,Debate Club,2.33
707,Physics,"Programming, Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership","Chinese, French",San Francisco,Debate Club,3.82
708,Computer Science,"Leadership, Data Analysis, Programming, Public Speaking, Problem Solving","French, English, Chinese",San Francisco,Debate Club,3.24
709,History,"Leadership, Problem Solving, Artistic","Spanish, English, French, German, Chinese, Japanese",San Francisco,Sports Team,3.07
710,Computer Science,"Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership","Spanish, German, Chinese, Japanese, French, English",Los Angeles,Music Club,2.51
711,Biology,"Public Speaking, Leadership, Problem Solving, Programming, Data Analysis",German,San Francisco,Volunteer Group,2.82
712,Biology,"Problem Solving, Leadership, Public Speaking, Artistic, Programming","Spanish, Chinese, German, English, Japanese",Houston,Art Club,2.86
713,Mathematics,Problem Solving,Chinese,Houston,Volunteer Group,3.21
714,Physics,"Programming, Data Analysis, Problem Solving, Artistic, Public Speaking",Japanese,Los Angeles,Volunteer Group,3.63
715,Psychology,"Public Speaking, Data Analysis, Artistic, Problem Solving","English, German",New York,Sports Team,3.0
716,Biology,"Public Speaking, Data Analysis","English, Chinese, French, Spanish",Los Angeles,Volunteer Group,2.5
717,Physics,"Data Analysis, Leadership, Problem Solving, Programming, Artistic, Public Speaking",Spanish,New York,Coding Club,3.85
718,Physics,"Programming, Data Analysis, Problem Solving, Leadership","Japanese, German, Spanish, French",New York,Sports Team,3.01
719,Computer Science,Data Analysis,"Chinese, German, Spanish, Japanese, French",Houston,Art Club,3.45
720,Computer Science,"Problem Solving, Programming, Leadership, Data Analysis, Public Speaking","German, Spanish, English, Japanese, French",Los Angeles,Debate Club,3.46
721,Psychology,"Public Speaking, Programming, Data Analysis","French, Japanese, German, Chinese",San Francisco,Music Club,2.29
722,Biology,"Leadership, Problem Solving, Public Speaking","German, French, English, Japanese, Spanish, Chinese",Houston,Debate Club,2.67
723,Psychology,"Data Analysis, Programming, Artistic","Chinese, English, German, Spanish, Japanese",New York,Debate Club,3.13
724,Computer Science,Leadership,"Spanish, Japanese, Chinese",Boston,Debate Club,2.2
725,Biology,"Data Analysis, Programming","German, Chinese, Spanish, French",San Francisco,Volunteer Group,2.52
726,History,"Problem Solving, Artistic","French, Chinese, Spanish, English",New York,Coding Club,3.58
727,History,"Problem Solving, Public Speaking, Leadership","Chinese, Spanish, German, English, Japanese, French",Chicago,Sports Team,3.49
728,Biology,"Problem Solving, Leadership, Data Analysis, Public Speaking",Japanese,San Francisco,Debate Club,3.61
729,Physics,"Data Analysis, Public Speaking","German, English, Spanish, French, Japanese, Chinese",Boston,Coding Club,2.89
730,History,"Programming, Leadership, Artistic, Problem Solving, Public Speaking","Chinese, German",Los Angeles,Sports Team,2.35
731,Physics,"Leadership, Data Analysis, Artistic, Problem Solving",Japanese,San Francisco,Coding Club,2.0
732,Mathematics,"Public Speaking, Artistic, Problem Solving, Programming, Data Analysis, Leadership",Spanish,San Francisco,Art Club,3.9
733,Computer Science,"Problem Solving, Public Speaking, Programming",French,Boston,Music Club,3.2
734,Psychology,Data Analysis,"Spanish, German",San Francisco,Debate Club,2.27
735,Computer Science,"Programming, Public Speaking, Artistic, Problem Solving","Spanish, English, French",New York,Art Club,2.64
736,Psychology,"Leadership, Data Analysis, Public Speaking","Chinese, Japanese",New York,Volunteer Group,3.84
737,Psychology,"Problem Solving, Public Speaking, Programming, Artistic, Leadership, Data Analysis",Japanese,New York,Sports Team,3.9
738,Psychology,"Problem Solving, Public Speaking",German,Boston,Music Club,3.67
739,Mathematics,"Data Analysis, Leadership, Artistic, Problem Solving, Programming","Japanese, French, Spanish",Houston,Coding Club,3.87
740,Computer Science,"Artistic, Data Analysis, Programming, Leadership","Spanish, English, German, Chinese",Boston,Art Club,3.72
741,Computer Science,"Leadership, Data Analysis, Public Speaking, Problem Solving, Artistic, Programming","German, Chinese, French, Spanish",San Francisco,Art Club,3.71
742,Computer Science,Artistic,"German, French",San Francisco,Volunteer Group,2.15
743,History,"Artistic, Programming, Data Analysis","German, English",Chicago,Volunteer Group,2.57
744,Physics,"Leadership, Artistic, Data Analysis","Spanish, English, French",Los Angeles,Debate Club,3.91
745,Physics,"Public Speaking, Artistic, Data Analysis, Problem Solving, Leadership","Japanese, Chinese, English, German, French, Spanish",Chicago,Art Club,2.93
746,Biology,"Data Analysis, Artistic","Japanese, French, Spanish, Chinese",New York,Art Club,2.1
747,History,"Programming, Data Analysis","English, French, Spanish, Chinese, Japanese",New York,Volunteer Group,3.77
748,Mathematics,"Programming, Public Speaking, Leadership, Data Analysis, Artistic, Problem Solving","Chinese, German, English, French, Spanish, Japanese",San Francisco,Art Club,3.47
749,History,"Leadership, Artistic, Problem Solving, Public Speaking, Data Analysis",German,San Francisco,Coding Club,3.64
750,Psychology,"Leadership, Data Analysis, Programming, Artistic, Public Speaking","French, German, Japanese",San Francisco,Coding Club,3.23
751,Biology,Leadership,"Japanese, Chinese, Spanish, English, French, German",New York,Sports Team,3.95
752,Biology,Problem Solving,"English, French, Japanese, German",Chicago,Coding Club,3.51
753,Computer Science,"Data Analysis, Public Speaking, Programming, Problem Solving, Leadership, Artistic","Japanese, Chinese",Boston,Volunteer Group,3.47
754,Mathematics,"Programming, Public Speaking","Japanese, German, Chinese",Los Angeles,Art Club,3.05
755,Biology,Programming,English,Los Angeles,Debate Club,2.22
756,Psychology,"Programming, Leadership, Data Analysis","English, Japanese, French",Boston,Debate Club,2.22
757,Mathematics,"Leadership, Public Speaking, Data Analysis, Programming, Problem Solving, Artistic","Spanish, Japanese, German, Chinese, French",New York,Sports Team,2.43
758,Psychology,"Data Analysis, Artistic, Programming, Problem Solving, Leadership","Spanish, German",Boston,Art Club,3.72
