Resume_ID,Resume_Category,Top_Matched_Jobs,Job_IDs,Similarities
474,Automation Testing,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Captivate - job post']","[875, 146, 1022]","[0.15741682655163447, 0.14975290732068813, 0.1305857424208015]"
475,Automation Testing,"['Test position', 'Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )']","[281, 875, 675]","[0.47647191892494467, 0.4339062458687968, 0.32346126293740196]"
476,Automation Testing,"['Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )', 'Salesforce.com QA Tester']","[875, 675, 146]","[0.36434592836478397, 0.35092317811148793, 0.29421079447722465]"
477,Automation Testing,"['Test position', 'Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )']","[281, 875, 675]","[0.47647191892494467, 0.4339062458687968, 0.32346126293740196]"
478,Automation Testing,"['Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )', 'Salesforce.com QA Tester']","[875, 675, 146]","[0.36434592836478397, 0.35092317811148793, 0.29421079447722465]"
479,Automation Testing,"['Test position', 'Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )']","[281, 875, 675]","[0.47647191892494467, 0.4339062458687968, 0.32346126293740196]"
480,Automation Testing,"['Quality Assurance (QA) Engineer - job post', 'Software test Engineer ( Entry Level )', 'Salesforce.com QA Tester']","[875, 675, 146]","[0.36434592836478397, 0.35092317811148793, 0.29421079447722465]"
481,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
482,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
483,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
484,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
485,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
486,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
487,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
488,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
489,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
490,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
491,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
492,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
493,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
494,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
495,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
496,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
497,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
498,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
499,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
500,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
501,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
502,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
503,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
504,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
505,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
506,Electrical Engineering,"['Project Manager, Construction Manager (Remote), Project ...', 'Sr. Project Manager', 'Senior Project Manager']","[409, 237, 343]","[0.19064406109439125, 0.1491719412145995, 0.14901987333944944]"
507,Electrical Engineering,"['Senior Manager, Test', 'Infrastructure Services Project Manager', 'Senior Director Finance']","[140, 238, 453]","[0.08554927476594762, 0.08381810069069134, 0.08161520544400724]"
508,Electrical Engineering,"['Senior Project Manager', 'Test Plot Manager - job post', 'Sr. Project Manager']","[343, 981, 237]","[0.11952300381873522, 0.11347925210488913, 0.11330344072165628]"
509,Electrical Engineering,"['Business Development & Sales Analyst II', 'C++ Embedded Engineer', 'Senior Embedded C++ Developer']","[429, 522, 521]","[0.2044341055021807, 0.06405020957303216, 0.06286355008923161]"
510,Electrical Engineering,"['Facilities Manager - job post', 'Supervisor, EHS - job post', 'CNC Programmer Machinist']","[905, 1051, 765]","[0.14296663667673437, 0.10327680336651579, 0.101750146431665]"
511,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
512,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
513,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
514,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
515,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
516,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
517,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
518,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
519,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
520,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
521,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
522,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
523,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
524,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
525,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
526,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
527,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
528,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
529,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
530,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
531,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
532,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
533,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
534,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
535,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
536,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
537,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
538,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
539,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
540,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
541,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
542,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
543,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
544,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
545,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
546,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
547,Operations Manager,"['Project Manager 100% Remote', 'Data Analyst/Manager', 'Vice President, Operations']","[239, 462, 802]","[0.2318835227943088, 0.2298739180361454, 0.22205516016803842]"
548,Operations Manager,"['Vice President, Operations', 'Vice President Operations', 'Banking Center Supervisor']","[802, 801, 529]","[0.23777022439866152, 0.22438125245596305, 0.2086047732027244]"
549,Operations Manager,"['logistics specialist - job post', 'Warehouse Manager', 'Warehouse Supervisor']","[968, 37, 45]","[0.33613638026777615, 0.29539654236762986, 0.23264490130978607]"
550,Operations Manager,"['Project Manager, Construction Manager (Remote), Project ...', 'Project Manager', 'Project Management Administrator']","[409, 345, 477]","[0.22041562434313877, 0.2005809202800474, 0.19148461048791432]"
551,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
552,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
553,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
554,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
555,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
556,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
557,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
558,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
559,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
560,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
561,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
562,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
563,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
564,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
565,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
566,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
567,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
568,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
569,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
570,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
571,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
572,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
573,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
574,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
575,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
576,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
577,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
578,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
579,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
580,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
581,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
582,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
583,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
584,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
585,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
586,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
587,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
588,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
589,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
590,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
591,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
592,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
593,Python Developer,"['Senior Full Stack Software Engineer- Remote', 'Full Stack Web Developer', 'Customer Experience Specialist II - REMOTE']","[374, 62, 812]","[0.09225149985345218, 0.09217610995794004, 0.09091653376730127]"
594,Python Developer,"['Data scientist intern - job post', 'Senior Embedded C++ Developer', 'C++ Embedded Engineer']","[957, 521, 522]","[0.12432478247543219, 0.12399286489023631, 0.10391173948928677]"
595,Python Developer,"['System Software Development Engineer - Entry Level', 'Executive Vice President & Chief Executive Officer (CEO), Medical...', 'Data Engineer Intern - job post']","[676, 17, 964]","[0.08988585386736381, 0.0780966830367876, 0.07575890701711288]"
596,Python Developer,"['Software Engineer (JavaScript Backend)', 'Web Developer', 'Web Developer']","[35, 67, 63]","[0.15082646809807235, 0.1391710875168411, 0.13864787810548965]"
597,Python Developer,"['Remote Customer Service Representative ($16/hr)', 'Diversion Investigator', 'Software Engineer']","[737, 225, 30]","[0.07248170911280845, 0.06869231292837191, 0.06732984121441472]"
598,Python Developer,"['Mainframe Programmer Analyst', 'Senior Full Stack Software Engineer- Remote', 'Quality Assurance (QA) Engineer - job post']","[769, 374, 875]","[0.10385451407828894, 0.0995688345089892, 0.0978257630388535]"
599,DevOps Engineer,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'Remote Software Developer (Remote)']","[245, 472, 369]","[0.23779348606666176, 0.18896049258185163, 0.1783440975262031]"
600,DevOps Engineer,"['Web Developer', 'Web Developer', 'Project Manager']","[63, 67, 346]","[0.1035447096874625, 0.10120362883007435, 0.08906778965798638]"
601,DevOps Engineer,"['Senior eCommerce Engineer', 'Remote - Release Project Manager - San Diego, CA or North Carolina', 'Senior Full Stack Software Engineer- Remote']","[245, 349, 374]","[0.24794326080141807, 0.20975450920712352, 0.18335322781885854]"
602,DevOps Engineer,"['Sr. System Administrator', 'Oracle E-Business Programmer & Decision Support', 'Senior eCommerce Engineer']","[560, 767, 245]","[0.15642388731463427, 0.15424023104787668, 0.1524009443067833]"
603,DevOps Engineer,"[' Business Development Project Manager', 'Data Analyst/Manager', 'Oracle E-Business Programmer & Decision Support']","[726, 462, 767]","[0.20771928100586018, 0.2059802568565017, 0.19231161022394946]"
604,DevOps Engineer,"['Project Manager, Construction Manager (Remote), Project ...', ' Business Development Project Manager', 'Digital Development Project Manager']","[409, 726, 242]","[0.17662261873141907, 0.17005784706510552, 0.1525589992526571]"
605,DevOps Engineer,"['Quality Assurance (QA) Engineer - job post', 'Test position', 'Firmware Test Engineer']","[875, 281, 142]","[0.41437438634043444, 0.410991120327954, 0.3131290852087437]"
606,DevOps Engineer,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'Remote Software Developer (Remote)']","[245, 472, 369]","[0.23779348606666176, 0.18896049258185163, 0.1783440975262031]"
607,DevOps Engineer,"['Web Developer', 'Web Developer', 'Project Manager']","[63, 67, 346]","[0.1035447096874625, 0.10120362883007435, 0.08906778965798638]"
608,DevOps Engineer,"['Senior eCommerce Engineer', 'Remote - Release Project Manager - San Diego, CA or North Carolina', 'Senior Full Stack Software Engineer- Remote']","[245, 349, 374]","[0.24794326080141807, 0.20975450920712352, 0.18335322781885854]"
609,DevOps Engineer,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'Remote Software Developer (Remote)']","[245, 472, 369]","[0.23779348606666176, 0.18896049258185163, 0.1783440975262031]"
610,DevOps Engineer,"['Web Developer', 'Web Developer', 'Project Manager']","[63, 67, 346]","[0.1035447096874625, 0.10120362883007435, 0.08906778965798638]"
611,DevOps Engineer,"['Senior eCommerce Engineer', 'Remote - Release Project Manager - San Diego, CA or North Carolina', 'Senior Full Stack Software Engineer- Remote']","[245, 349, 374]","[0.24794326080141807, 0.20975450920712352, 0.18335322781885854]"
612,DevOps Engineer,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'Remote Software Developer (Remote)']","[245, 472, 369]","[0.23779348606666176, 0.18896049258185163, 0.1783440975262031]"
613,DevOps Engineer,"['Web Developer', 'Web Developer', 'Project Manager']","[63, 67, 346]","[0.1035447096874625, 0.10120362883007435, 0.08906778965798638]"
614,DevOps Engineer,"['Senior eCommerce Engineer', 'Remote - Release Project Manager - San Diego, CA or North Carolina', 'Senior Full Stack Software Engineer- Remote']","[245, 349, 374]","[0.24794326080141807, 0.20975450920712352, 0.18335322781885854]"
615,DevOps Engineer,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'Remote Software Developer (Remote)']","[245, 472, 369]","[0.23779348606666176, 0.18896049258185163, 0.1783440975262031]"
616,DevOps Engineer,"['Web Developer', 'Web Developer', 'Project Manager']","[63, 67, 346]","[0.1035447096874625, 0.10120362883007435, 0.08906778965798638]"
617,DevOps Engineer,"['Senior eCommerce Engineer', 'Remote - Release Project Manager - San Diego, CA or North Carolina', 'Senior Full Stack Software Engineer- Remote']","[245, 349, 374]","[0.24794326080141807, 0.20975450920712352, 0.18335322781885854]"
